"","Trajectory","Frame","x","y","z"
"188","37",34,59.1,52.06,1
"189","37",35,60.4,50.58,1
"190","38",34,61.02,89.21,1
"191","39",34,84.64,68.88,1
"192","39",35,84.54,68.52,1
"193","39",36,84,68.11,1
"194","40",35,81,59.19,1
"195","40",36,82.01,59.33,1
"196","40",37,83.09,59.21,1
"197","40",38,83.75,59.98,1
"198","40",39,83.15,60.83,1
"199","40",40,83.71,59.21,1
"200","40",41,83.61,57.49,1
"201","40",42,83.52,58,1
"202","40",43,83.77,59.86,1
"203","40",44,84.84,57.8,1
"204","40",45,83.83,57.77,1
"205","40",46,83.15,57.79,1
"206","40",47,83.79,58.22,1
"207","40",48,83.69,58.36,1
"208","40",49,82.68,59.02,1
"209","40",50,82.36,60.28,1
"210","40",51,81.86,60.9,1
"211","41",35,87.23,65.1,1
"212","42",36,58.19,84.58,1
"213","43",36,59.32,65.63,1
"214","43",37,60.5,67.71,1
"215","44",36,83.75,76.69,1
"216","44",37,85.02,77.08,1
"217","44",38,85.06,77.31,1
"218","45",36,95.9,67.12,1
"219","46",37,85.8,87.22,1
"220","46",38,86.38,85.99,1
"221","47",38,89.06,72.27,1
"222","48",41,60.19,83.42,1
"223","49",42,61.85,65.06,1
"224","49",43,59.23,65.4,1
"225","49",44,59.21,65.29,1
"226","50",42,84.04,68.96,1
"227","51",44,84.25,67.9,1
"228","51",45,85.84,68.25,1
"229","52",45,91.71,68.64,1
"230","53",48,67.82,77.88,1
"231","53",49,67.88,78.2,1
"232","54",48,82.87,76.69,1
"233","54",49,82.74,75.74,1
"234","54",50,83.41,74.27,1
"235","55",49,69.18,73.01,1
"236","55",50,68.34,73.14,1
"237","56",50,59.65,65.22,1
"238","57",50,92.83,88.71,1
"239","57",51,91.98,88.96,1
"240","58",52,69.27,74.83,1
"241","58",53,69.09,74.18,1
"242","58",54,68.32,74.64,1
"243","58",55,67.92,76.15,1
"244","58",56,67.57,77.54,1
"245","58",57,67.61,77.31,1
"246","58",58,66.28,78.92,1
"247","58",59,65.62,79.16,1
"248","58",60,66.26,78.91,1
"249","58",61,66.26,79.24,1
"250","58",62,66.84,78.65,1
"251","58",63,66.19,79.11,1
"252","59",52,80.63,74.92,1
"253","59",53,82.55,73.88,1
"254","59",54,82.79,75.14,1
"255","59",55,82.39,74.76,1
"256","60",54,84.12,65.16,1
"257","60",55,84.2,65.03,1
"258","61",54,89.1,65.77,1
"259","62",55,66.87,89.8,1
"260","63",55,69.07,81.21,1
"261","64",55,92.75,87.41,1
"262","65",56,84.05,88.31,1
"263","66",57,84.28,66.13,1
"264","67",57,84.07,75.9,1
"265","67",58,82.34,76.96,1
"266","67",59,82.94,74.84,1
"267","67",60,85.64,74.71,1
"268","67",61,84.32,75.95,1
"269","67",62,81.68,74.15,1
"270","68",58,65.2,89.36,1
"271","69",58,113.3,44.14,1
"272","70",59,80.29,86.19,1
"273","71",59,94.9,86.2,1
"274","72",60,64.1,87.94,1
"275","72",61,63.25,87.99,1
"276","73",60,114.86,79.79,1
"277","74",62,77.32,85.02,1
"278","74",63,77.77,86.39,1
"279","75",62,86.18,65.01,1
"280","76",63,92.61,87.9,1
"281","77",64,69.26,90.7,1
"282","78",65,66.74,78.8,1
"283","79",66,71.07,82,1
"284","80",66,109.05,83.15,1
"285","81",67,66.85,77.68,1
"286","81",68,67.04,77.1,1
"287","81",69,67.65,78.1,1
"288","81",70,67.96,77.27,1
"289","81",71,67.3,76.92,1
"290","81",72,67.53,76.18,1
"291","81",73,67.73,75.91,1
"292","81",74,68.08,76.08,1
"293","81",75,67.92,76.06,1
"294","81",76,68.24,76.11,1
"295","81",77,68.12,76.11,1
"296","81",78,68.47,76.33,1
"297","81",79,68.24,77,1
"298","81",80,68.35,76.62,1
"299","81",81,68.96,76.17,1
"300","81",82,68.99,76.57,1
"301","81",83,68.7,76.74,1
"302","82",67,79.04,37.22,1
"303","82",68,79.46,36.2,1
"304","83",68,81.99,69.39,1
"305","83",69,82.06,69.63,1
"306","84",69,1,128,1
"307","85",69,87.48,72.57,1
"308","85",70,88.07,73.09,1
"309","86",70,80.25,37.89,1
"310","86",71,79.64,37.27,1
"311","86",72,81.08,36.41,1
"312","87",71,69.75,90.69,1
"313","88",72,89.11,72.79,1
"314","89",74,52.76,54.82,1
"315","90",74,91.16,72.96,1
"316","91",75,80.57,36.91,1
"317","91",76,80.59,36.72,1
"318","92",75,85.73,87.08,1
"319","93",75,88.97,49.97,1
"320","94",76,55.15,54.02,1
"321","94",77,54.72,53.09,1
"322","95",76,81.75,73.1,1
"323","95",77,82.1,73.09,1
"324","95",78,84.31,72.15,1
"325","96",76,89.04,72.05,1
"326","96",77,89.8,71.13,1
"327","96",78,89.71,70.86,1
"328","96",79,90.73,71.18,1
"329","96",80,87.93,70.37,1
"330","96",81,88.02,70.06,1
"331","96",82,88.12,69.72,1
"332","96",83,88.66,70.78,1
"333","96",84,89.14,72.25,1
"334","96",85,88.17,71.98,1
"335","96",86,87.66,71.69,1
"336","96",87,87.66,71.21,1
"337","96",88,87.09,71.29,1
"338","96",89,87.23,71.79,1
"339","97",78,47,43.65,1
"340","98",79,80.19,35.78,1
"341","99",79,85.34,84.62,1
"342","99",80,84.25,85.31,1
"343","100",80,94.15,86.75,1
"344","101",80,116.78,79.14,1
"345","102",82,40.87,54.11,1
"346","103",82,82.94,81.95,1
"347","103",83,82.46,82.68,1
"348","104",82,109.08,75.63,1
"349","105",84,86.45,67.66,1
"350","105",85,85.93,67.91,1
"351","106",84,116.75,78.81,1
"352","107",85,68.45,76.91,1
"353","107",86,68.11,77.18,1
"354","107",87,68.3,76.83,1
"355","107",88,68.79,76.37,1
"356","107",89,68.95,76.19,1
"357","107",90,68.93,75.38,1
"358","107",91,68.21,76.13,1
"359","108",86,83.68,87.2,1
"360","109",87,117.87,79.89,1
"361","110",88,92.7,51.16,1
"362","111",89,118.01,80.29,1
"363","111",90,118.3,80,1
"364","111",91,117.51,79.63,1
"365","111",92,116.76,77.87,1
"366","111",93,116.82,77.8,1
"367","111",94,116.76,78.04,1
"368","112",90,58.69,85.94,1
"369","113",90,79.85,83.37,1
"370","113",91,79.8,84.3,1
"371","113",92,79.75,84,1
"372","114",91,87.38,67.92,1
"373","114",92,87.47,68.25,1
"374","114",93,86.98,70.04,1
"375","114",94,86.22,70.52,1
"376","114",95,86.8,69.86,1
"377","114",96,89.69,69.05,1
"378","114",97,86.66,69.03,1
"379","114",98,86.92,68.28,1
"380","114",99,88.12,68.78,1
"381","114",100,87.05,65.94,1
"382","114",101,86.78,66.06,1
"383","115",92,59.59,86.67,1
"384","116",93,68.42,75.64,1
"385","116",94,69.94,75.4,1
"386","116",95,68.6,75.78,1
"387","116",96,69.65,75.31,1
"388","116",97,68.91,74.88,1
"389","116",98,68.95,74.84,1
"390","116",99,68.01,75.91,1
"391","116",100,68.24,76.04,1
"392","116",101,67.65,76.26,1
"393","116",102,67.54,77.39,1
"394","117",93,82.39,77.11,1
"395","118",93,96.73,54.84,1
"396","119",95,80.09,85.58,1
"397","119",96,78.74,85.17,1
"398","119",97,78.95,84.65,1
"399","120",95,81.9,76.02,1
"400","120",96,82.35,75.68,1
"401","121",96,96.83,84.06,1
"402","122",96,115.89,78.26,1
"403","123",97,61.5,80.66,1
"404","123",98,60.82,83.62,1
"405","123",99,60.18,83.76,1
"406","123",100,61.91,81.96,1
"407","123",101,60.89,80.78,1
"408","123",102,62.19,81.25,1
"409","123",103,61.87,83.74,1
"410","123",104,59.8,82.88,1
"411","123",105,59.72,82.72,1
"412","123",106,60.17,79.67,1
"413","124",98,83.12,74.79,1
"414","124",99,83.08,74.37,1
"415","124",100,84.01,75.7,1
"416","124",101,83.37,76.07,1
"417","124",102,82.66,76.28,1
"418","124",103,81.76,76.95,1
"419","124",104,83.64,76.89,1
"420","125",98,94.98,58.71,1
"421","125",99,94.69,58.04,1
"422","125",100,92.21,57.68,1
"423","125",101,91.97,58.14,1
"424","125",102,91.59,58.77,1
"425","125",103,92.33,60.06,1
"426","125",104,92.97,60.31,1
"427","125",105,92.25,59.2,1
"428","126",100,80.09,84.23,1
"429","127",100,83.05,65.62,1
"430","127",101,82.05,65.76,1
"431","127",102,81.26,64.42,1
"432","127",103,79.12,65.3,1
"433","127",104,78.82,65.62,1
"434","127",105,78.17,64.27,1
"435","127",106,79.16,64.33,1
"436","127",107,79.98,64.45,1
"437","128",101,94.74,86.04,1
"438","129",104,64.96,64.8,1
"439","130",104,66.76,79.9,1
"440","130",105,66.77,79.85,1
"441","130",106,66.35,79.6,1
"442","130",107,65.97,79.72,1
"443","130",108,66.58,79.44,1
"444","130",109,66.95,79.9,1
"445","130",110,66.81,80.33,1
"446","130",111,66.96,79.9,1
"447","130",112,66.25,79.91,1
"448","130",113,66.27,79.4,1
"449","130",114,66.3,78.32,1
"450","130",115,65.93,79.08,1
"451","131",104,101.74,57.39,1
"452","132",107,65.11,66,1
"453","132",108,65.25,66.75,1
"454","132",109,65.66,66.81,1
"455","132",110,64.73,67.17,1
"456","132",111,64.82,67.01,1
"457","132",112,65.24,66.51,1
"458","133",107,95.69,85.17,1
"459","134",109,77.92,81.71,1
"460","134",110,77.16,81.63,1
"461","135",109,84.77,60.95,1
"462","136",109,86.91,67.02,1
"463","136",110,87.06,67.57,1
"464","137",110,78.14,67.69,1
"465","137",111,78.83,66.69,1
"466","138",111,60.76,84.77,1
"467","138",112,60.69,84.01,1
"468","138",113,60.57,84.75,1
"469","138",114,60.88,85.81,1
"470","139",111,85.9,59.88,1
"471","140",112,85.86,67.27,1
"472","141",113,80.4,83.65,1
"473","141",114,82.17,86.01,1
"474","142",114,66.11,65.13,1
"475","142",115,67,62.18,1
"476","143",114,80.46,68.88,1
"477","143",115,81.85,68.02,1
"478","143",116,84.73,67.62,1
"479","143",117,84.8,68.05,1
"480","143",118,85.74,65.99,1
"481","143",119,86.94,65.96,1
"482","143",120,83.14,67.11,1
"483","143",121,87.19,64.87,1
"484","143",122,88.1,66.24,1
"485","143",123,88.98,66.68,1
"486","144",114,86.13,59.88,1
"487","145",115,103,1,1
"488","146",116,61.36,86.21,1
"489","146",117,60.28,85.87,1
"490","146",118,59.31,84.75,1
"491","146",119,60,85.8,1
"492","146",120,58.85,85.27,1
"493","146",121,57.3,84.92,1
"494","147",116,71.16,82.04,1
"495","148",116,83.06,81.69,1
"496","149",116,87.81,58.6,1
"497","150",117,64.69,79.27,1
"498","150",118,64.01,78.62,1
"499","150",119,64.73,78.86,1
"500","150",120,64.28,78.28,1
"501","150",121,61.97,79.05,1
"502","151",121,84.77,81.32,1
"503","152",123,83.2,65.04,1
"504","152",124,83.55,64.64,1
"505","152",125,83.88,64.5,1
"506","152",126,84.05,63.93,1
"507","153",123,82.7,81.39,1
"508","153",124,80.01,83.74,1
"509","153",125,80.24,85.13,1
"510","153",126,80.32,86.57,1
"511","153",127,79.66,87.93,1
"512","153",128,79.08,87.76,1
"513","153",129,79.76,88.09,1
"514","154",124,57.76,81.23,1
"515","155",124,98.04,81.27,1
"516","155",125,97.95,80.9,1
"517","156",125,65.13,81.19,1
"518","156",126,63.37,80.74,1
"519","156",127,59.25,79.95,1
"520","156",128,59.04,79.17,1
"521","157",125,87.92,65.9,1
"522","157",126,87.44,67.81,1
"523","157",127,88.94,68.84,1
"524","157",128,88.19,68.99,1
"525","157",129,87.8,68.2,1
"526","158",125,116.87,78.21,1
"527","158",126,117.19,78.19,1
"528","158",127,117,78.23,1
"529","158",128,116.89,78.45,1
"530","158",129,117.13,78.81,1
"531","158",130,117.8,79.41,1
"532","159",128,86.02,57.23,1
"533","160",129,62.94,83.2,1
"534","160",130,63.21,83.24,1
"535","161",130,58.7,78.8,1
"536","162",130,68.94,72.13,1
"537","163",130,97.3,81.19,1
"538","164",131,74.25,83.19,1
"539","165",131,88.35,69.36,1
"540","166",132,60.14,82.96,1
"541","166",133,60.08,83.79,1
"542","166",134,59.9,83.17,1
"543","166",135,59.94,82.05,1
"544","166",136,62.04,83.04,1
"545","166",137,61.91,82.76,1
"546","167",132,96.71,81.06,1
"547","168",133,75.06,83.6,1
"548","168",134,75.93,83.13,1
"549","168",135,76.01,83.73,1
"550","168",136,76.15,84.21,1
"551","168",137,76.67,81.35,1
"552","168",138,78.91,81.37,1
"553","168",139,79.75,82.13,1
"554","169",133,84.94,58.95,1
"555","170",133,87.95,71.89,1
"556","170",134,88.87,72.15,1
"557","170",135,88.68,74.7,1
"558","170",136,88.87,74.65,1
"559","170",137,88.96,74.43,1
"560","170",138,90.27,73.69,1
"561","170",139,91.6,73.59,1
"562","171",134,57.93,78.02,1
"563","172",134,86.2,65.9,1
"564","173",134,96.04,80.95,1
"565","174",134,128,66,1
"566","175",136,58.02,81.07,1
"567","176",136,69.04,72.87,1
"568","177",139,82.79,59.91,1
"569","178",140,86.18,68.43,1
"570","179",141,79.88,58.89,1
"571","179",142,78.99,59.98,1
"572","180",141,96.86,80.66,1
"573","181",142,90.77,79.46,1
"574","181",143,92.13,80.07,1
"575","181",144,92.41,81.1,1
"576","181",145,91.82,82.85,1
"577","181",146,90.02,84.12,1
"578","181",147,88.32,84.39,1
"579","181",148,87.14,85,1
"580","181",149,86.68,82.24,1
"581","181",150,86.07,82.56,1
"582","181",151,84.13,84.17,1
"583","181",152,84,84.12,1
"584","182",142,115.06,78.34,1
"585","183",143,99.79,41.86,1
"586","184",144,60.28,81.65,1
"587","185",144,90.74,63.8,1
"588","186",145,114.78,78.26,1
"589","186",146,115.05,78.91,1
"590","187",146,124,128,1
"591","188",147,65.24,73.21,1
"592","188",148,65.11,73.59,1
"593","189",147,74.74,81.87,1
"594","189",148,73.66,82.08,1
"595","189",149,74.04,82.26,1
"596","190",148,81.02,82.84,1
"597","190",149,80.82,84.15,1
"598","190",150,78.11,84.29,1
"599","190",151,77.69,84.7,1
"600","190",152,76.09,81.74,1
"601","190",153,72.89,82.08,1
"602","190",154,72.18,83.11,1
"603","191",148,87.82,69.17,1
"604","191",149,88.19,66.94,1
"605","191",150,89.34,65.96,1
"606","191",151,88.85,67.41,1
"607","191",152,88.85,66.33,1
"608","191",153,88.44,66.63,1
"609","191",154,89.85,66.31,1
"610","191",155,88.82,66.92,1
"611","191",156,88.77,66.05,1
"612","191",157,88.63,67.17,1
"613","191",158,89.06,66.68,1
"614","192",148,115.82,102.19,1
"615","193",149,96.03,81.13,1
"616","194",150,81.14,59.37,1
"617","195",150,114.53,79.07,1
"618","196",151,64.87,72.7,1
"619","196",152,64.96,73.27,1
"620","197",151,97.09,81.04,1
"621","197",152,96.1,81.04,1
"622","197",153,96.76,81.09,1
"623","197",154,96.89,81.13,1
"624","198",153,81.65,61.37,1
"625","198",154,81.46,61.8,1
"626","199",154,84.22,86.86,1
"627","200",156,72.88,82.42,1
"628","201",156,81.9,61.39,1
"629","201",157,80.03,60.07,1
"630","201",158,82.17,59.76,1
"631","201",159,83.05,61.39,1
"632","201",160,81.27,61.11,1
"633","202",156,97.02,81.23,1
"634","203",157,82.06,91.19,1
"635","203",158,82.35,92.26,1
"636","203",159,82.06,91.09,1
"637","203",160,82.28,92.65,1
"638","203",161,83.03,93.7,1
"639","203",162,82.95,92.74,1
"640","204",158,65.77,74.68,1
"641","204",159,65.7,75.32,1
"642","205",158,96.45,80.92,1
"643","206",158,116.04,79.38,1
"644","207",160,72.94,81.9,1
"645","208",160,89.05,66.09,1
"646","208",161,84.35,67.5,1
"647","208",162,85.82,67.26,1
"648","209",161,96.76,81.03,1
"649","209",162,96.51,80.89,1
"650","210",161,107.51,71.69,1
"651","211",162,66.33,75.09,1
"652","212",162,72.91,80.74,1
"653","212",163,74.19,82.11,1
"654","213",162,82.35,62.33,1
"655","214",163,78.22,36.15,1
"656","215",164,57.08,79.18,1
"657","215",165,57,79.77,1
"658","216",164,66.81,75.21,1
"659","217",164,85.13,65.07,1
"660","217",165,84.9,66.79,1
"661","218",165,79.96,85.7,1
"662","219",166,72.67,82.5,1
"663","220",167,83,81.22,1
"664","221",167,90.21,36.25,1
"665","221",168,90.05,33.96,1
"666","221",169,89.83,34.11,1
"667","221",170,89.91,34.83,1
"668","221",171,91.62,35.27,1
"669","222",167,96.93,80.92,1
"670","223",168,84.26,67.98,1
"671","223",169,83.68,68.9,1
"672","223",170,85.28,67.76,1
"673","223",171,85.88,65.14,1
"674","223",172,85.05,66.1,1
"675","224",169,67.17,74.81,1
"676","224",170,66.92,73.34,1
"677","224",171,66.98,73.22,1
"678","225",169,97.02,81.51,1
"679","225",170,97.08,80.81,1
"680","225",171,96.96,80.56,1
"681","226",169,124.32,76.52,1
"682","227",171,55.96,79.19,1
"683","228",171,80.11,66.89,1
"684","229",171,83.31,82.99,1
"685","229",172,84.06,82.11,1
"686","229",173,84.88,82.1,1
"687","229",174,84.63,83.88,1
"688","230",173,66.61,72.97,1
"689","230",174,65.81,72.98,1
"690","230",175,65.95,73.09,1
"691","231",173,77.92,67.75,1
"692","231",174,76.92,66.77,1
"693","231",175,76.35,66.12,1
"694","231",176,75.7,64.85,1
"695","231",177,74.7,65.92,1
"696","231",178,76.93,64.82,1
"697","231",179,76.01,64.69,1
"698","231",180,76.33,67.08,1
"699","232",174,101.3,60.92,1
"700","232",175,102.04,60.66,1
"701","233",175,82.89,70.36,1
"702","234",175,87.04,65.79,1
"703","234",176,85.98,66.43,1
"704","234",177,86.01,65.93,1
"705","234",178,85.1,68.56,1
"706","235",175,96.04,81.21,1
"707","236",176,85.3,88.35,1
"708","237",176,110.87,71.09,1
"709","238",177,96.65,80.42,1
"710","239",179,64.11,76.14,1
"711","240",179,70.03,80.22,1
"712","240",180,68.8,80.34,1
"713","240",181,68.26,79.77,1
"714","241",179,81.17,79.42,1
"715","242",180,85.47,68.59,1
"716","242",181,84.8,69.16,1
"717","242",182,85.88,69.35,1
"718","242",183,86.14,70.75,1
"719","243",181,61.21,73.03,1
"720","243",182,61.8,72.3,1
"721","244",181,79,128,1
"722","245",181,80.13,78.6,1
"723","246",182,77.29,67.72,1
"724","247",182,89.13,84.26,1
"725","248",183,59.26,80.09,1
"726","248",184,59.3,80.05,1
"727","249",183,68.11,71.07,1
"728","249",184,66.78,72.91,1
"729","249",185,65.98,72.79,1
"730","249",186,64.82,72.19,1
"731","250",184,69.94,79.77,1
"732","250",185,68.71,79.11,1
"733","250",186,68.79,79.69,1
"734","251",184,79.29,81.2,1
"735","251",185,79.17,80.74,1
"736","252",184,92.83,88.71,1
"737","252",185,94.24,87.41,1
"738","252",186,93.22,86.92,1
"739","253",185,80.54,66.95,1
"740","253",186,79.7,66.55,1
"741","254",185,86.59,73.14,1
"742","254",186,86.43,72.68,1
"743","254",187,86.21,72.01,1
"744","254",188,85.53,72.2,1
"745","255",185,87.78,67.34,1
"746","256",186,61.05,83,1
"747","256",187,59.91,82.81,1
"748","256",188,60.07,83.88,1
"749","256",189,61.25,82.77,1
"750","256",190,60.81,80.53,1
"751","256",191,59.9,79.86,1
"752","257",188,60.38,71.67,1
"753","257",189,60.88,72.84,1
"754","257",190,61.12,74.59,1
"755","257",191,60.57,74.67,1
"756","258",188,69.42,79.56,1
"757","258",189,70.21,78.79,1
"758","258",190,70.38,78.1,1
"759","259",188,87.74,67.91,1
"760","260",188,94.39,87.67,1
"761","261",188,115.2,80.85,1
"762","262",189,78.65,63.14,1
"763","263",190,87.12,70.06,1
"764","263",191,87.09,72.2,1
"765","263",192,87.18,68,1
"766","264",190,91.3,88.09,1
"767","265",191,80.29,83.87,1
"768","266",191,114.4,79.59,1
"769","266",192,113.78,79.71,1
"770","266",193,114.16,80.32,1
"771","267",192,66.79,71.13,1
"772","267",193,67.26,71.4,1
"773","267",194,66.7,70.83,1
"774","267",195,66.83,70.82,1
"775","268",192,70.13,78.63,1
"776","269",192,96.15,81.83,1
"777","270",193,61.21,77.02,1
"778","270",194,61.84,77.94,1
"779","270",195,62.76,77.75,1
"780","271",194,56.94,70.39,1
"781","272",194,70,78.74,1
"782","273",194,86.83,67.27,1
"783","273",195,86.91,68.13,1
"784","273",196,86,70.6,1
"785","274",194,87.17,88.28,1
"786","274",195,85.73,86.95,1
"787","274",196,83.26,86.01,1
"788","275",194,95.94,81.2,1
"789","275",195,95.89,81.23,1
"790","275",196,91.27,81.33,1
"791","276",195,76.86,40.52,1
"792","277",195,114.66,79.66,1
"793","278",197,66.21,78.21,1
"794","278",198,65.68,76.26,1
"795","278",199,64.28,75.01,1
"796","278",200,65.71,73.85,1
"797","278",201,65.99,77.02,1
"798","279",197,96.58,84.03,1
"799","279",198,97.05,83.45,1
"800","279",199,96.21,81.87,1
"801","279",200,95.95,81.19,1
"802","279",201,96.27,81.14,1
"803","279",202,96.28,81.14,1
"804","280",198,89.02,65.03,1
"805","280",199,88.34,64.73,1
"806","281",199,70.95,79.15,1
"807","281",200,70.77,79.72,1
"808","282",200,24,1,1
"809","283",200,79.11,85.77,1
"810","283",201,77.27,83.97,1
"811","283",202,78.02,79.99,1
"812","283",203,76.75,80.63,1
"813","284",202,67.24,71.17,1
"814","284",203,67.2,71.27,1
"815","285",202,70.82,80.58,1
"816","286",202,85.26,68.55,1
"817","287",202,89.38,64.82,1
"818","287",203,88.77,64.98,1
"819","287",204,88.76,64.75,1
"820","288",204,95.95,81.04,1
"821","288",205,95.95,80.26,1
"822","288",206,95.96,80.81,1
"823","288",207,96.06,81.57,1
"824","288",208,96.02,81.18,1
"825","288",209,96.01,81.04,1
