"","x","y"
"mage6.98.13.37.37.5",0.34989,0.0652699999999999
"mage6.98.13.37.37.6",0.3531,0.0299600000000001
"mage6.98.13.37.37.7",0,0
"mage6.98.13.37.37.8",0.12091,0.02675
"mage6.98.13.37.37.9",0.20651,0.15408
"mage6.98.13.37.37.10",0.08774,0.0438699999999996
"mage6.98.13.37.37.11",0.316719999999999,0.27285
"mage6.98.13.37.37.12",0.25252,0.340260000000001
"mage6.98.13.37.37.13",0.20865,0.331699999999999
"mage6.112.3.38.38.1",0.25573,0.36808
"mage6.112.3.38.38.2",0,0.44619
"mage6.112.3.38.38.3",0.29211,0
"mage6.113.2.39.39.1",0,0
"mage6.113.2.39.39.2",0.31779,0.00855999999999982
"mage6.117.4.40.40.1",0,0
"mage6.117.4.40.40.2",0.12626,0.32635
"mage6.117.4.40.40.3",0.1712,0.10272
"mage6.117.4.40.40.4",0.20544,0.0813200000000005
"mage6.120.3.41.41.1",0.107,0.110209999999999
"mage6.120.3.41.41.2",0.0417299999999993,0.18083
"mage6.120.3.41.41.3",0,0
"mage6.122.10.42.42.1",0.18939,0
"mage6.122.10.42.42.2",0.2675,0.0823899999999996
"mage6.122.10.42.42.3",0.19688,0.29746
"mage6.122.10.42.42.4",0.2568,0.39376
"mage6.122.10.42.42.5",0.29746,0.41837
"mage6.122.10.42.42.6",0.08774,0.4708
"mage6.122.10.42.42.7",0,0.58957
"mage6.122.10.42.42.8",0.21079,0.69764
"mage6.122.10.42.42.9",0.19795,0.79501
"mage6.122.10.42.42.10",0.14552,0.58422
"mage6.125.2.43.43.1",0.0930899999999997,0.00321000000000012
"mage6.125.2.43.43.2",0,0
"mage6.133.3.44.44.1",0.19688,0.179760000000001
"mage6.133.3.44.44.2",0.132679999999999,0.167990000000001
"mage6.133.3.44.44.3",0,0
"mage6.139.2.45.45.1",0,0.0139099999999995
"mage6.139.2.45.45.2",0.22791,0
"mage6.142.2.46.46.1",0.0716899999999994,0.136959999999999
"mage6.142.2.46.46.2",0,0
"mage6.145.2.47.47.1",0.11449,0
"mage6.145.2.47.47.2",0,0.107
"mage6.146.2.48.48.1",0,0.0663400000000005
"mage6.146.2.48.48.2",0.0599200000000002,0
"mage6.149.15.49.49.1",0.11235,0.27927
"mage6.149.15.49.49.2",0,0.141239999999999
"mage6.149.15.49.49.3",0.18511,0
"mage6.149.15.49.49.4",0.212929999999999,0.214
"mage6.149.15.49.49.5",0.293179999999999,0.093089999999999
"mage6.149.15.49.49.6",0.313509999999999,0.0139099999999995
"mage6.149.15.49.49.7",0.11021,0.104859999999999
"mage6.149.15.49.49.8",0.2996,0.18404
"mage6.149.15.49.49.9",0.215069999999999,0.179759999999999
"mage6.149.15.49.49.10",0.230049999999999,0.206509999999999
"mage6.149.15.49.49.11",0.24931,0.21614
"mage6.149.15.49.49.12",0.24075,0.28783
"mage6.149.15.49.49.13",0.18939,0.224699999999999
"mage6.149.15.49.49.14",0.325279999999999,0.236469999999999
"mage6.149.15.49.49.15",0.30281,0.340259999999999
"mage6.152.2.50.50.1",0,0
"mage6.152.2.50.50.2",0.12198,0.11235
"mage6.166.2.51.51.1",0.10058,0
"mage6.166.2.51.51.2",0,0.00642000000000024
"mage6.167.3.52.52.1",0.21507,0
"mage6.167.3.52.52.2",0.0107000000000002,0.11877
"mage6.167.3.52.52.3",0,0.29639
"mage6.172.9.53.53.1",0.21507,0.21186
"mage6.172.9.53.53.2",0.140169999999999,0.218280000000001
"mage6.172.9.53.53.3",0,0.0609900000000008
"mage6.172.9.53.53.4",0.0149800000000001,0.0395900000000005
"mage6.172.9.53.53.5",0.115560000000001,0
"mage6.172.9.53.53.6",0.10914,0.14017
"mage6.172.9.53.53.7",0.22363,0.0577800000000007
"mage6.172.9.53.53.8",0.22791,0.24289
"mage6.172.9.53.53.9",0.17013,0.23219
"mage6.182.3.54.54.1",0.0995099999999992,0
"mage6.182.3.54.54.2",0.0984400000000002,0.15729
"mage6.182.3.54.54.3",0,0.0984400000000002
"mage6.185.4.55.55.1",0.00106999999999979,0.0845300000000007
"mage6.185.4.55.55.2",0,0.0631300000000004
"mage6.185.4.55.55.3",0.00641999999999948,0
"mage6.185.4.55.55.4",0.0406599999999995,0.00749000000000079
"mage6.190.3.56.56.1",0.0749000000000003,0.0642000000000009
"mage6.190.3.56.56.2",0,0
"mage6.190.3.56.56.3",0.10486,0.21186
"mage6.194.2.57.57.1",0.17869,0
"mage6.194.2.57.57.2",0,0.0149800000000001
"mage6.195.2.58.58.1",0.17441,0
"mage6.195.2.58.58.2",0,0.0866700000000002
"mage6.198.2.59.59.1",0,0
"mage6.198.2.59.59.2",0.21614,0.10486
"mage6.200.2.60.60.1",0,0.0888099999999998
"mage6.200.2.60.60.2",0.0460100000000007,0
"mage6.204.8.61.61.1",0,0.22577
"mage6.204.8.61.61.2",0.293179999999999,0.431209999999999
"mage6.204.8.61.61.3",0.0930900000000005,0.280339999999999
"mage6.204.8.61.61.4",0.293179999999999,0.32314
"mage6.204.8.61.61.5",0.17227,0.190459999999999
"mage6.204.8.61.61.6",0.203300000000001,0.226839999999999
"mage6.204.8.61.61.7",0.29746,0.278199999999999
"mage6.204.8.61.61.8",0.24396,0
"mage6.214.2.62.62.1",0,0
"mage6.214.2.62.62.2",0.300669999999999,0
"mage6.217.8.63.63.1",0.114490000000001,0.16906
"mage6.217.8.63.63.2",0,0.27285
"mage6.217.8.63.63.3",0.15087,0.0909500000000009
"mage6.217.8.63.63.4",0.11663,0.15408
"mage6.217.8.63.63.5",0.22042,0.00428000000000067
"mage6.217.8.63.63.6",0.0492200000000009,0
"mage6.217.8.63.63.7",0.308160000000001,0.00749000000000079
"mage6.217.8.63.63.8",0.251450000000001,0.0727600000000007
"mage6.226.4.64.64.1",0.0117699999999999,0.21079
"mage6.226.4.64.64.2",0,0.2675
"mage6.226.4.64.64.3",0.102719999999999,0.378779999999999
"mage6.226.4.64.64.4",0.0481499999999995,0
"mage6.227.2.65.65.1",0.108069999999999,0
"mage6.227.2.65.65.2",0,0.0834599999999986
"mage6.231.4.66.66.1",0,0.00749000000000079
"mage6.231.4.66.66.2",0.20116,0
"mage6.231.4.66.66.3",0.38841,0.0695500000000006
"mage6.231.4.66.66.4",0.39162,0.11235
"mage6.234.9.67.67.1",0.0128400000000005,0.35738
"mage6.234.9.67.67.2",0.00642000000000024,0.214
"mage6.234.9.67.67.3",0,0.102719999999999
"mage6.234.9.67.67.4",0.0930900000000005,0.1284
"mage6.234.9.67.67.5",0.287830000000001,0.352029999999999
"mage6.234.9.67.67.6",0.233260000000001,0.123050000000001
"mage6.234.9.67.67.7",0.30923,0.221489999999999
"mage6.234.9.67.67.8",0.328490000000001,0.10058
"mage6.234.9.67.67.9",0.325280000000001,0
"mage6.280.2.68.68.1",0,0
"mage6.280.2.68.68.2",0.19688,0.35631
"mage6.298.6.69.69.1",0.13589,0.10379
"mage6.298.6.69.69.2",0.10272,0
"mage6.298.6.69.69.3",0.00213999999999957,0.233259999999999
"mage6.298.6.69.69.4",0,0.194739999999999
"mage6.298.6.69.69.5",0.00213999999999957,0.203300000000001
"mage6.298.6.69.69.6",0.0920199999999999,0.221489999999999
"mage6.307.2.70.70.1",0.12412,0.0641999999999994
"mage6.307.2.70.70.2",0,0
"mage6.317.3.71.71.1",0.0535,0.0128400000000005
"mage6.317.3.71.71.2",0.0427999999999998,0.0160500000000006
"mage6.317.3.71.71.3",0,0
"mage6.418.20.72.72.1",0.0363800000000004,0.0556399999999996
"mage6.418.20.72.72.2",0.0181900000000002,0.0406599999999995
"mage6.418.20.72.72.3",0.0342399999999993,0.0438699999999996
"mage6.418.20.72.72.4",0,0.0310300000000007
"mage6.418.20.72.72.5",0.0695499999999991,0.0192600000000007
"mage6.418.20.72.72.6",0.02675,0.108070000000001
"mage6.418.20.72.72.7",0.0331700000000002,0.0524299999999994
"mage6.418.20.72.72.8",0.0342399999999993,0
"mage6.418.20.72.72.9",0.0139099999999995,0.0053499999999997
"mage6.418.20.72.72.10",0.0513600000000004,0.00321000000000012
"mage6.418.20.72.72.11",0.0214000000000003,0.0577800000000007
"mage6.418.20.72.72.12",0.0417300000000001,0.0214000000000003
"mage6.418.20.72.72.13",0.0556399999999996,0.00642000000000024
"mage6.418.20.72.72.14",0.0214000000000003,0.0331700000000002
"mage6.418.20.72.72.15",0.0438699999999996,0.0203299999999998
"mage6.418.20.72.72.16",0.0567100000000001,0.0235399999999999
"mage6.418.20.72.72.17",0.0149800000000001,0.0299600000000001
"mage6.418.20.72.72.18",0.00963000000000036,0.0535
"mage6.418.20.72.72.19",0.0406599999999995,0.00642000000000024
"mage6.418.20.72.72.20",0.0652699999999999,0.0171199999999996
"mage6.439.2.73.73.1",0,0
"mage6.439.2.73.73.2",0.0342400000000008,0.0427999999999991
"mage6.442.3.74.74.1",0,0.0310300000000007
"mage6.442.3.74.74.2",0.0203299999999998,0
"mage6.442.3.74.74.3",0.0139099999999995,0.0460100000000007
"mage6.444.3.75.75.1",0,0
"mage6.444.3.75.75.2",0.0160500000000006,0.0888099999999998
"mage6.444.3.75.75.3",0.0866700000000002,0.1926
"mage6.446.5.76.76.1",0.0492199999999993,0.0856000000000012
"mage6.446.5.76.76.2",0.0502899999999999,0.10165
"mage6.446.5.76.76.3",0.0374499999999994,0
"mage6.446.5.76.76.4",0,0.0995100000000007
"mage6.446.5.76.76.5",0.0149800000000001,0.10486
"mage6.454.9.77.77.1",0.00535000000000122,0.0545700000000005
"mage6.454.9.77.77.2",0,0.0278200000000005
"mage6.454.9.77.77.3",0.0299600000000001,0
"mage6.454.9.77.77.4",0.00749000000000079,0.0235399999999999
"mage6.454.9.77.77.5",0.00535000000000122,0.0930900000000005
"mage6.454.9.77.77.6",0.013910000000001,0.0599200000000002
"mage6.454.9.77.77.7",0.0192600000000007,0.0331700000000002
"mage6.454.9.77.77.8",0.00107000000000055,0.00428000000000067
"mage6.454.9.77.77.9",0.0288900000000011,0.0395900000000005
"mage6.456.2.78.78.1",0,0
"mage6.456.2.78.78.2",0.348819999999999,0.220419999999999
"mage6.459.3.79.79.1",0.0331700000000002,0.0984400000000002
"mage6.459.3.79.79.2",0,0.0631300000000004
"mage6.459.3.79.79.3",0.108069999999999,0
"mage6.464.2.80.80.1",0,0
"mage6.464.2.80.80.2",0.0353099999999998,0.0438699999999996
"mage6.465.3.81.81.1",0.17334,0
"mage6.465.3.81.81.2",0,0.218279999999999
"mage6.465.3.81.81.3",0.18939,0.194739999999999
"mage6.485.3.82.82.1",0.0920199999999999,0
"mage6.485.3.82.82.2",0,0.241820000000001
"mage6.485.3.82.82.3",0.11235,0.43335
"mage6.489.2.83.83.1",0.19367,0
"mage6.489.2.83.83.2",0,0.0716900000000002
"mage6.494.4.84.84.1",0.11449,0
"mage6.494.4.84.84.2",0.133749999999999,0.0460100000000007
"mage6.494.4.84.84.3",0.08774,0.13161
"mage6.494.4.84.84.4",0,0.0203299999999998
"mage6.499.6.85.85.1",0.10379,0
"mage6.499.6.85.85.2",0.0898800000000004,0.10058
"mage6.499.6.85.85.3",0.0706199999999996,0.13161
"mage6.499.6.85.85.4",0,0.0320999999999997
"mage6.499.6.85.85.5",0.108070000000001,0.1284
"mage6.499.6.85.85.6",0.17762,0.12412
"mage6.803.2.86.86.1",0,0
"mage6.803.2.86.86.2",0.0898799999999988,0.0791799999999994
"mage6.806.5.87.87.1",0.402320000000001,0.20116
"mage6.806.5.87.87.2",0.39804,0
"mage6.806.5.87.87.3",0.188320000000001,0.0214000000000003
"mage6.806.5.87.87.4",0,0.15729
"mage6.806.5.87.87.5",0.20116,0.0609900000000008
"mage6.812.9.88.88.1",0.176550000000001,0.23754
"mage6.812.9.88.88.2",0.0192599999999992,0.134820000000001
"mage6.812.9.88.88.3",0,0.215070000000001
"mage6.812.9.88.88.4",0.1284,0.10165
"mage6.812.9.88.88.5",0.298529999999999,0.0417300000000001
"mage6.812.9.88.88.6",0.30602,0.0845300000000007
"mage6.812.9.88.88.7",0.23754,0
"mage6.812.9.88.88.8",0.316719999999999,0.105929999999999
"mage6.812.9.88.88.9",0.27285,0.11556
"mage6.823.2.89.89.1",0,0.0053499999999997
"mage6.823.2.89.89.2",0.22042,0
"mage6.826.7.90.90.1",0,0.0909499999999994
"mage6.826.7.90.90.2",0.31886,0
"mage6.826.7.90.90.3",0.293180000000001,0.0427999999999991
"mage6.826.7.90.90.4",0.39804,0.141239999999999
"mage6.826.7.90.90.5",0.22363,0.16371
"mage6.826.7.90.90.6",0.215070000000001,0.30602
"mage6.826.7.90.90.7",0.15515,0.333839999999999
"mage6.834.7.91.91.1",0.00213999999999957,0.126260000000001
"mage6.834.7.91.91.2",0.144450000000001,0.0963000000000006
"mage6.834.7.91.91.3",0.0192600000000007,0.126260000000001
"mage6.834.7.91.91.4",0.0845300000000007,0
"mage6.834.7.91.91.5",0.0320999999999997,0.0749000000000003
"mage6.834.7.91.91.6",0.10486,0.23754
"mage6.834.7.91.91.7",0,0.28034
"mage6.842.3.92.92.1",0.117699999999999,0.0695499999999991
"mage6.842.3.92.92.2",0.107,0.17869
"mage6.842.3.92.92.3",0,0
"mage6.870.2.93.93.1",0.0502899999999999,0.0984400000000002
"mage6.870.2.93.93.2",0,0
"mage6.874.2.94.94.1",0,0.12198
"mage6.874.2.94.94.2",0.0353099999999998,0
"mage6.877.3.95.95.1",0,0.206510000000001
"mage6.877.3.95.95.2",0.0738299999999998,0.18083
"mage6.877.3.95.95.3",0.0781100000000004,0
"mage6.881.5.96.96.1",0.0502899999999999,0.109140000000001
"mage6.881.5.96.96.2",0.119839999999999,0.0107000000000009
"mage6.881.5.96.96.3",0.14873,0.19688
"mage6.881.5.96.96.4",0,0.28034
"mage6.881.5.96.96.5",0.144449999999999,0
"mage6.888.4.97.97.1",0,0.444050000000001
"mage6.888.4.97.97.2",0.0609899999999993,0.36594
"mage6.888.4.97.97.3",0.220419999999999,0.24396
"mage6.888.4.97.97.4",0.194739999999999,0
"mage6.893.2.98.98.1",0,0
"mage6.893.2.98.98.2",0.0203300000000013,0.11984
"mage6.898.2.99.99.1",0,0
"mage6.898.2.99.99.2",0.17334,0.0213999999999988
"mage6.913.2.100.100.1",0,0.0866700000000002
"mage6.913.2.100.100.2",0.0920199999999999,0
"mage6.920.2.101.101.1",0.10165,0
"mage6.920.2.101.101.2",0,0.0106999999999994
"mage6.924.3.102.102.1",0.107,0
"mage6.924.3.102.102.2",0.0342400000000008,0.0834600000000001
"mage6.924.3.102.102.3",0,0.0845300000000007
"mage6.932.3.103.103.1",0.73937,0.0320999999999997
"mage6.932.3.103.103.2",0.43121,0.21614
"mage6.932.3.103.103.3",0,0
"mage6.939.2.104.104.1",0.254660000000001,0.29211
"mage6.939.2.104.104.2",0,0
"mage6.952.2.105.105.1",0.0321000000000012,0.0952300000000001
"mage6.952.2.105.105.2",0,0
"mage6.962.10.106.106.1",0.214,0
"mage6.962.10.106.106.2",0.191530000000001,0.0256799999999995
"mage6.962.10.106.106.3",0,0.0877399999999993
"mage6.962.10.106.106.4",0.0181900000000002,0.0278200000000005
"mage6.962.10.106.106.5",0.11877,0.197949999999999
"mage6.962.10.106.106.6",0.0320999999999997,0.0866700000000002
"mage6.962.10.106.106.7",0.0107000000000009,0.20758
"mage6.962.10.106.106.8",0.0107000000000009,0.10165
"mage6.962.10.106.106.9",0.19902,0.0181900000000002
"mage6.962.10.106.106.10",0.20758,0.0449400000000002
"mage6.973.29.107.107.1",0,0.313509999999999
"mage6.973.29.107.107.2",0.0106999999999994,0.194739999999999
"mage6.973.29.107.107.3",0.0288899999999996,0.0952300000000001
"mage6.973.29.107.107.4",0.117699999999999,0.12412
"mage6.973.29.107.107.5",0.23112,0.0385199999999999
"mage6.973.29.107.107.6",0.114489999999999,0
"mage6.973.29.107.107.7",0.30923,0.2889
"mage6.973.29.107.107.8",0.20223,0.497549999999999
"mage6.973.29.107.107.9",0.23433,0.509319999999999
"mage6.973.29.107.107.10",0.24396,0.545699999999999
"mage6.973.29.107.107.11",0.29639,0.53179
"mage6.973.29.107.107.12",0.33063,0.49862
"mage6.973.29.107.107.13",0.23219,0.57352
"mage6.973.29.107.107.14",0.245030000000001,0.62167
"mage6.973.29.107.107.15",0.22577,0.622739999999999
"mage6.973.29.107.107.16",0.239679999999999,0.50611
"mage6.973.29.107.107.17",0.286760000000001,0.51788
"mage6.973.29.107.107.18",0.2461,0.61739
"mage6.973.29.107.107.19",0.215070000000001,0.551049999999999
"mage6.973.29.107.107.20",0.19902,0.63879
"mage6.973.29.107.107.21",0.241820000000001,0.631299999999999
"mage6.973.29.107.107.22",0.24289,0.640929999999999
"mage6.973.29.107.107.23",0.23112,0.65698
"mage6.973.29.107.107.24",0.20009,0.61204
"mage6.973.29.107.107.25",0.11021,0.62167
"mage6.973.29.107.107.26",0.14017,0.536069999999999
"mage6.973.29.107.107.27",0.13054,0.55533
"mage6.973.29.107.107.28",0.11877,0.36808
"mage6.973.29.107.107.29",0.12198,0.551049999999999
"mage6.1003.11.108.108.1",0.429069999999999,0.12412
"mage6.1003.11.108.108.2",0.41302,0.0995100000000007
