 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1,1,0,74.822,116.751,0,0.243,1.396,2.494,4.973,10.791,3.4e38
2,1,1,74.488,116.848,0,0.259,1.477,2.725,5.566,12.285,3.4e38
3,1,2,76.221,117.329,0,0.290,1.475,2.729,5.608,12.484,3.4e38
4,1,3,78.228,116.658,0,0.479,1.377,2.387,4.566,9.434,3.4e38
5,1,4,76.063,116.488,0,0.260,1.468,2.724,5.632,12.645,3.4e38
6,1,5,75.548,116.654,0,0.277,1.534,2.925,6.162,13.978,3.4e38
7,1,6,75.288,116.701,0,0.339,1.531,2.865,5.880,12.933,3.4e38
8,1,7,76.134,117.164,0,0.401,1.396,2.471,4.873,10.472,3.4e38
9,1,8,76.722,117.160,0,0.377,1.481,2.718,5.513,12.077,3.4e38
10,1,9,77.447,120.805,0,0.229,1.513,2.877,6.075,13.870,3.4e38
11,2,14,75.703,68.521,0,0.159,1.596,3.100,6.601,15.035,3.4e38
12,2,15,75.137,68.027,0,0.151,1.616,3.204,6.986,16.318,3.4e38
13,2,17,75.899,68.241,0,0.113,1.447,2.669,5.516,12.435,3.4e38
14,3,21,87.708,109.172,0,0.135,1.529,2.947,6.327,14.709,3.4e38
15,3,22,87.398,108.570,0,0.188,1.509,2.866,6.066,13.923,3.4e38
16,4,25,34.535,101.634,0,0.299,1.518,2.857,5.939,13.316,3.4e38
17,4,27,33.406,102.021,0,0.073,1.311,2.311,4.654,10.419,3.4e38
18,5,28,60.661,44.201,0,0.085,1.384,2.436,4.781,10.229,3.4e38
19,5,30,55.226,42.189,0,0.061,1.157,1.853,3.434,7.215,3.4e38
20,6,33,82.090,21.953,0,0.124,1.535,2.963,6.370,14.837,3.4e38
21,6,34,83.296,23.155,0,0.581,1.390,2.434,4.721,9.919,3.4e38
22,6,36,82.480,30.297,0,0.226,1.517,2.876,6.036,13.669,3.4e38
23,6,38,83.794,20.536,0,0.386,1.535,2.903,6.052,13.580,3.4e38
24,6,40,79.778,16.384,0,0.204,1.497,2.760,5.606,12.272,3.4e38
25,7,55,93.799,112.628,0,0.164,1.411,2.480,4.805,10.029,3.4e38
26,7,56,94.637,112.395,0,0.176,1.532,2.914,6.117,13.815,3.4e38
27,8,57,49.130,111.036,0,0.350,1.514,2.865,6.004,13.582,3.4e38
28,8,58,48.092,113.105,0,0.115,1.498,2.890,6.276,14.872,3.4e38
29,9,60,77.810,71.625,0,0.122,1.387,2.505,5.110,11.472,3.4e38
30,9,62,74.325,72.101,0,0.101,1.386,2.467,4.919,10.714,3.4e38
31,10,63,22.964,103.425,0,0.231,1.511,2.860,6.016,13.709,3.4e38
32,10,64,23.354,102.705,0,0.140,1.412,2.545,5.119,11.217,3.4e38
33,11,68,47.484,82.631,0,0.167,1.433,2.640,5.449,12.277,3.4e38
34,11,69,49.631,82.818,0,0.202,1.517,2.870,6.007,13.564,3.4e38
35,11,70,49.527,82.812,0,0.276,1.411,2.481,4.809,10.054,3.4e38
36,12,71,65.646,108.855,0,0.143,1.450,2.634,5.282,11.411,3.4e38
37,12,73,59.252,109.239,0,0.072,1.269,2.199,4.392,9.848,3.4e38
38,13,89,91.841,93.288,0,0.105,1.239,1.968,3.463,6.641,3.4e38
39,13,90,90.599,94.535,0,0.213,1.562,2.991,6.318,14.365,3.4e38
40,13,92,90.813,97.204,0,0.405,1.408,2.482,4.842,10.231,3.4e38
41,13,93,90.175,98.259,0,0.285,1.488,2.757,5.654,12.532,3.4e38
42,14,94,69.045,18.458,0,0.330,1.448,2.623,5.261,11.412,3.4e38
43,14,95,69.033,19.238,0,0.219,1.348,2.319,4.431,9.202,3.4e38
44,15,97,98.522,82.308,0,0.281,1.486,2.729,5.528,12.087,3.4e38
45,15,98,96.696,81.948,0,0.286,1.461,2.682,5.462,12.047,3.4e38
46,16,103,53.664,105.650,0,0.202,1.680,3.404,7.550,17.891,3.4e38
47,16,104,54.542,105.438,0,0.233,1.298,2.150,3.950,7.903,3.4e38
48,16,105,53.806,104.808,0,0.161,1.502,2.794,5.732,12.663,3.4e38
49,16,106,54.877,106.516,0,0.192,1.471,2.729,5.646,12.720,3.4e38
50,16,107,55.237,106.180,0,0.172,1.579,3.128,6.876,16.307,3.4e38
51,16,108,54.476,106.729,0,0.232,1.519,2.861,5.977,13.503,3.4e38
52,16,110,54.593,107.227,0,0.205,1.442,2.675,5.573,12.689,3.4e38
53,16,111,54.452,106.404,0,0.183,1.575,3.052,6.503,14.866,3.4e38
54,16,112,54.477,106.545,0,0.137,1.474,2.736,5.672,12.818,3.4e38
55,17,113,46.779,58.624,0,0.295,1.450,2.635,5.324,11.697,3.4e38
56,17,114,46.746,58.280,0,0.283,1.433,2.558,5.035,10.692,3.4e38
57,17,115,47.553,57.830,0,0.167,1.481,2.769,5.731,12.788,3.4e38
58,17,117,46.891,58.422,0,0.188,1.463,2.717,5.633,12.701,3.4e38
59,17,118,47.493,59.150,0,0.265,1.471,2.698,5.472,11.970,3.4e38
60,17,120,47.076,58.916,0,0.207,1.393,2.487,4.984,10.946,3.4e38
61,17,121,47.253,59.525,0,0.112,1.371,2.403,4.704,10.067,3.4e38
62,18,125,53.684,107.800,0,0.262,1.546,2.962,6.267,14.282,3.4e38
63,18,126,52.673,106.834,0,0.202,1.469,2.786,5.951,13.886,3.4e38
64,18,127,52.543,107.604,0,0.232,1.552,3.007,6.456,14.943,3.4e38
65,18,128,52.289,107.221,0,0.338,1.545,2.981,6.387,14.794,3.4e38
66,18,129,51.390,106.905,0,0.240,1.530,2.917,6.169,14.129,3.4e38
67,18,131,52.304,106.237,0,0.322,1.422,2.542,5.030,10.770,3.4e38
68,18,133,54.329,107.167,0,0.218,1.707,3.544,8.052,19.482,3.4e38
69,19,130,47.310,58.543,0,0.344,1.462,2.647,5.269,11.269,3.4e38
70,19,132,46.596,58.811,0,0.170,1.377,2.401,4.670,9.920,3.4e38
71,19,134,46.385,59.365,0,0.217,1.490,2.767,5.680,12.582,3.4e38
72,19,135,46.256,58.825,0,0.353,1.495,2.781,5.720,12.692,3.4e38
73,19,136,46.040,58.203,0,0.175,1.437,2.607,5.263,11.534,3.4e38
74,19,137,45.880,58.619,0,0.261,1.462,2.677,5.428,11.903,3.4e38
75,20,138,52.641,106.516,0,0.225,1.502,2.847,6.013,13.778,3.4e38
76,20,139,53.699,107.814,0,0.314,1.542,2.978,6.388,14.816,3.4e38
77,21,142,54.159,108.063,0,0.250,1.542,2.948,6.215,14.087,3.4e38
78,21,143,54.256,106.200,0,0.217,1.426,2.570,5.168,11.333,3.4e38
79,21,144,54.901,106.286,0,0.148,1.536,2.958,6.333,14.675,3.4e38
80,21,145,54.400,105.915,0,0.224,1.532,2.914,6.133,13.934,3.4e38
81,21,147,55.780,106.127,0,0.386,1.487,2.744,5.578,12.210,3.4e38
82,22,148,47.194,57.836,0,0.343,1.424,2.517,4.893,10.231,3.4e38
83,22,149,46.252,57.982,0,0.353,1.397,2.482,4.921,10.640,3.4e38
84,23,150,72.144,38.079,0,0.714,1.387,2.431,4.730,9.985,3.4e38
85,23,151,73.089,37.120,0,0.598,1.435,2.579,5.124,10.996,3.4e38
86,23,152,72.910,37.015,0,0.739,1.390,2.440,4.757,10.075,3.4e38
87,23,153,72.289,36.863,0,0.637,1.386,2.405,4.604,9.512,3.4e38
88,23,154,72.207,36.394,0,0.712,1.371,2.359,4.470,9.138,3.4e38
89,23,156,72.366,36.322,0,0.693,1.401,2.446,4.699,9.732,3.4e38
90,23,157,71.711,37.503,0,0.336,1.437,2.572,5.085,10.870,3.4e38
91,24,158,46.629,57.812,0,0.283,1.371,2.381,4.607,9.730,3.4e38
92,24,159,46.882,57.492,0,0.370,1.384,2.405,4.619,9.590,3.4e38
93,25,160,84.449,71.542,0,0.515,1.388,2.414,4.626,9.553,3.4e38
94,25,161,84.589,71.464,0,0.501,1.392,2.413,4.593,9.396,3.4e38
95,25,162,84.986,70.941,0,0.543,1.434,2.586,5.170,11.203,3.4e38
96,25,164,84.547,71.463,0,0.431,1.389,2.421,4.652,9.651,3.4e38
97,25,165,84.287,71.067,0,0.430,1.429,2.569,5.120,11.052,3.4e38
98,25,166,85.053,71.340,0,0.672,1.377,2.387,4.568,9.444,3.4e38
99,26,167,71.144,35.874,0,0.253,1.370,2.392,4.645,9.804,3.4e38
100,26,168,71.486,36.293,0,0.311,1.368,2.355,4.464,9.121,3.4e38
101,26,169,71.610,35.519,0,0.217,1.635,3.234,7.007,16.236,3.4e38
102,26,170,70.798,34.682,0,0.287,1.429,2.549,5.020,10.683,3.4e38
103,26,171,71.799,35.610,0,0.383,1.386,2.401,4.586,9.470,3.4e38
104,26,173,72.112,35.534,0,0.340,1.453,2.629,5.261,11.380,3.4e38
105,27,172,101.273,82.322,0,0.333,1.572,3.040,6.471,14.790,3.4e38
106,27,174,101.480,82.672,0,0.379,1.434,2.566,5.071,10.831,3.4e38
107,27,175,101.190,82.786,0,0.419,1.517,2.868,6.005,13.566,3.4e38
108,27,176,100.669,83.252,0,0.438,1.438,2.587,5.149,11.084,3.4e38
109,27,177,101.740,83.130,0,0.393,1.398,2.440,4.692,9.720,3.4e38
110,27,178,102.535,82.965,0,0.527,1.403,2.480,4.855,10.290,3.4e38
111,27,180,103.644,83.478,0,0.674,1.332,2.217,4.036,7.873,3.4e38
112,27,181,103.716,84.033,0,0.635,1.447,2.612,5.215,11.258,3.4e38
113,27,182,104.346,83.995,0,0.707,1.392,2.435,4.718,9.912,3.4e38
114,27,183,103.625,84.188,0,0.740,1.416,2.501,4.866,10.209,3.4e38
115,27,184,104.194,84.121,0,0.508,1.391,2.429,4.689,9.789,3.4e38
116,27,185,104.227,83.277,0,0.637,1.344,2.288,4.308,8.787,3.4e38
117,27,186,104.654,83.908,0,0.619,1.378,2.387,4.571,9.473,3.4e38
118,27,187,103.892,84.031,0,0.700,1.415,2.520,4.979,10.664,3.4e38
119,27,188,104.167,84.199,0,0.789,1.383,2.387,4.535,9.283,3.4e38
120,27,189,104.037,83.779,0,0.609,1.443,2.593,5.149,11.050,3.4e38
121,27,190,104.118,84.239,0,0.680,1.410,2.503,4.930,10.538,3.4e38
122,27,191,104.230,84.716,0,0.592,1.390,2.420,4.647,9.632,3.4e38
123,27,192,103.959,84.385,0,0.547,1.389,2.436,4.739,10.015,3.4e38
124,27,193,104.125,84.416,0,0.649,1.446,2.606,5.190,11.169,3.4e38
125,28,194,73.157,40.245,0,0.516,1.359,2.329,4.406,9.002,3.4e38
126,28,195,73.035,40.145,0,0.590,1.389,2.432,4.716,9.906,3.4e38
127,29,196,104.662,84.158,0,0.640,1.434,2.554,5.024,10.678,3.4e38
128,29,197,104.459,83.814,0,0.542,1.436,2.584,5.148,11.106,3.4e38
129,29,198,104.860,84.322,0,0.662,1.379,2.375,4.504,9.203,3.4e38
130,29,199,104.303,84.805,0,0.644,1.352,2.298,4.305,8.713,3.4e38
131,29,200,103.728,84.752,0,1.012,1.420,2.508,4.874,10.198,3.4e38
132,29,201,102.917,84.554,0,1.082,1.395,2.440,4.715,9.860,3.4e38
133,29,202,102.365,84.482,0,1.247,1.337,2.243,4.131,8.188,3.4e38
134,29,203,102.241,84.461,0,1.109,1.371,2.346,4.410,8.929,3.4e38
135,29,204,102.573,84.578,0,0.879,1.372,2.348,4.409,8.896,3.4e38
136,29,205,102.039,84.160,0,1.136,1.392,2.437,4.721,9.897,3.4e38
137,29,206,102.114,83.568,0,0.784,1.403,2.447,4.696,9.702,3.4e38
138,29,207,102.052,83.651,0,1.232,1.417,2.505,4.887,10.285,3.4e38
139,29,208,102.996,83.494,0,0.790,1.449,2.630,5.287,11.494,3.4e38
140,29,209,103.353,83.480,0,1.188,1.329,2.210,4.026,7.871,3.4e38
141,29,210,103.079,83.050,0,0.939,1.464,2.677,5.421,11.879,3.4e38
142,29,211,103.207,82.672,0,0.851,1.422,2.522,4.938,10.434,3.4e38
143,29,212,103.669,82.816,0,0.887,1.412,2.514,4.987,10.786,3.4e38
144,29,213,103.794,82.742,0,1.208,1.371,2.346,4.413,8.940,3.4e38
145,29,214,103.518,83.045,0,1.049,1.411,2.500,4.902,10.399,3.4e38
146,29,215,103.209,83.299,0,0.983,1.392,2.424,4.658,9.661,3.4e38
147,29,216,102.775,82.482,0,0.441,1.430,2.553,5.035,10.722,3.4e38
148,29,217,102.557,82.609,0,1.123,1.385,2.381,4.493,9.122,3.4e38
149,29,218,102.786,82.735,0,1.166,1.368,2.334,4.375,8.822,3.4e38
150,29,219,102.188,83.583,0,0.954,1.335,2.251,4.193,8.460,3.4e38
151,29,220,102.410,84.304,0,1.007,1.358,2.314,4.334,8.738,3.4e38
152,29,222,102.854,83.929,0,0.972,1.418,2.524,4.975,10.624,3.4e38
153,29,223,103.565,83.334,0,1.112,1.330,2.207,3.999,7.752,3.4e38
154,29,224,104.170,83.243,0,1.000,1.410,2.481,4.810,10.055,3.4e38
155,29,225,104.404,82.673,0,1.017,1.350,2.273,4.201,8.349,3.4e38
156,29,226,104.325,82.430,0,1.066,1.383,2.370,4.440,8.907,3.4e38
157,29,227,103.702,82.272,0,1.100,1.367,2.335,4.384,8.869,3.4e38
158,29,228,104.094,81.689,0,1.164,1.410,2.481,4.814,10.078,3.4e38
159,29,229,104.135,82.537,0,1.131,1.395,2.424,4.631,9.528,3.4e38
160,29,230,103.456,83.380,0,0.977,1.384,2.387,4.523,9.219,3.4e38
161,29,231,103.506,83.999,0,0.801,1.397,2.458,4.793,10.132,3.4e38
162,30,233,71.762,38.918,0,1.069,1.416,2.530,5.026,10.850,3.4e38
163,30,234,71.657,38.756,0,0.769,1.391,2.422,4.648,9.624,3.4e38
164,30,235,71.708,37.748,0,0.833,1.364,2.322,4.336,8.700,3.4e38
165,30,236,71.786,38.510,0,0.783,1.403,2.454,4.734,9.849,3.4e38
166,30,237,71.672,38.764,0,0.805,1.402,2.445,4.690,9.691,3.4e38
167,30,238,71.926,38.926,0,0.504,1.530,2.923,6.187,14.129,3.4e38
168,30,239,72.064,39.802,0,0.502,1.528,2.893,6.052,13.651,3.4e38
169,30,241,71.921,40.763,0,0.416,1.420,2.534,5.012,10.723,3.4e38
170,30,242,71.768,40.350,0,0.416,1.392,2.444,4.749,9.995,3.4e38
171,30,243,72.169,40.770,0,0.387,1.475,2.704,5.467,11.912,3.4e38
172,31,244,53.796,104.120,0,0.376,1.371,2.372,4.545,9.438,3.4e38
173,31,245,53.301,104.064,0,0.384,1.371,2.375,4.563,9.517,3.4e38
174,31,246,53.726,104.021,0,0.305,1.435,2.601,5.236,11.424,3.4e38
175,32,247,64.853,73.938,0,0.405,1.486,2.775,5.766,12.995,3.4e38
176,32,248,65.359,73.530,0,0.526,1.410,2.474,4.771,9.902,3.4e38
177,32,249,65.494,73.482,0,0.575,1.367,2.333,4.380,8.858,3.4e38
178,32,250,65.458,73.226,0,0.356,1.469,2.705,5.520,12.189,3.4e38
179,33,251,71.536,39.496,0,0.450,1.377,2.348,4.381,8.750,3.4e38
180,33,252,71.467,39.715,0,0.388,1.420,2.541,5.045,10.866,3.4e38
181,34,255,71.325,40.299,0,0.472,1.385,2.408,4.621,9.569,3.4e38
182,34,256,70.603,40.152,0,0.701,1.387,2.415,4.642,9.643,3.4e38
183,34,257,70.445,39.907,0,0.608,1.398,2.448,4.730,9.879,3.4e38
184,34,258,70.733,39.689,0,0.713,1.335,2.252,4.193,8.443,3.4e38
185,34,259,70.689,37.955,0,0.502,1.383,2.434,4.775,10.220,3.4e38
186,34,260,70.621,37.310,0,0.443,1.426,2.518,4.888,10.207,3.4e38
187,34,261,70.565,37.673,0,0.687,1.385,2.389,4.534,9.280,3.4e38
188,34,262,70.650,38.978,0,0.768,1.409,2.499,4.921,10.509,3.4e38
189,34,263,70.922,38.023,0,0.311,1.453,2.662,5.419,11.966,3.4e38
190,34,264,70.819,37.769,0,0.607,1.433,2.551,5.001,10.558,3.4e38
191,34,265,70.540,37.835,0,0.611,1.442,2.561,4.978,10.354,3.4e38
192,34,266,70.626,37.909,0,0.748,1.380,2.387,4.554,9.386,3.4e38
193,34,267,70.943,38.066,0,0.735,1.396,2.462,4.824,10.273,3.4e38
194,34,269,71.061,37.814,0,0.915,1.397,2.459,4.797,10.149,3.4e38
195,34,270,70.493,39.002,0,0.995,1.393,2.444,4.749,10.000,3.4e38
196,34,271,70.425,39.294,0,0.843,1.333,2.235,4.122,8.189,3.4e38
197,34,272,71.542,37.904,0,0.852,1.393,2.417,4.611,9.465,3.4e38
198,34,273,71.282,37.762,0,0.971,1.372,2.355,4.455,9.089,3.4e38
199,34,274,71.772,37.372,0,0.714,1.334,2.229,4.084,8.038,3.4e38
200,34,275,71.748,37.217,0,0.945,1.354,2.310,4.354,8.882,3.4e38
201,34,276,71.539,37.037,0,0.872,1.359,2.331,4.427,9.108,3.4e38
202,34,277,71.124,37.372,0,0.855,1.412,2.484,4.814,10.052,3.4e38
203,34,278,70.548,37.938,0,0.860,1.340,2.251,4.156,8.267,3.4e38
204,34,279,70.537,38.647,0,1.011,1.384,2.389,4.535,9.268,3.4e38
205,34,280,70.445,38.749,0,1.054,1.345,2.256,4.139,8.143,3.4e38
206,34,281,70.386,38.713,0,0.806,1.391,2.417,4.618,9.495,3.4e38
207,34,282,70.492,37.904,0,0.911,1.357,2.312,4.335,8.765,3.4e38
208,34,283,70.509,38.171,0,0.785,1.458,2.644,5.287,11.382,3.4e38
209,34,284,69.609,39.409,0,0.830,1.356,2.293,4.242,8.415,3.4e38
210,34,285,69.687,39.267,0,1.244,1.333,2.227,4.079,8.034,3.4e38
211,34,286,69.074,39.766,0,0.730,1.438,2.584,5.135,11.032,3.4e38
212,34,287,69.295,39.633,0,0.558,1.382,2.399,4.601,9.541,3.4e38
213,34,289,69.495,40.066,0,0.468,1.386,2.395,4.548,9.291,3.4e38
214,34,290,69.601,40.152,0,0.681,1.324,2.214,4.086,8.156,3.4e38
215,34,291,69.844,40.172,0,0.577,1.363,2.342,4.451,9.164,3.4e38
216,34,292,70.227,39.276,0,0.880,1.394,2.438,4.707,9.823,3.4e38
217,34,294,70.580,38.710,0,0.808,1.368,2.331,4.360,8.763,3.4e38
218,34,295,71.558,38.074,0,1.064,1.426,2.540,4.999,10.624,3.4e38
219,34,296,72.037,37.712,0,1.028,1.393,2.448,4.765,10.045,3.4e38
220,34,297,72.191,37.139,0,1.046,1.346,2.290,4.295,8.702,3.4e38
221,34,298,72.234,37.016,0,1.129,1.419,2.531,5.002,10.714,3.4e38
222,35,299,65.697,75.117,0,0.386,1.343,2.313,4.453,9.391,3.4e38
223,35,301,65.226,74.654,0,0.420,1.473,2.686,5.389,11.631,3.4e38
224,35,302,65.412,74.550,0,0.449,1.365,2.342,4.417,8.967,3.4e38
225,35,303,65.193,73.933,0,0.460,1.461,2.687,5.488,12.135,3.4e38
226,36,304,55.757,105.333,0,0.391,1.381,2.381,4.516,9.231,3.4e38
227,36,305,55.494,105.311,0,0.407,1.392,2.402,4.545,9.229,3.4e38
228,36,306,55.247,105.069,0,0.355,1.370,2.368,4.528,9.377,3.4e38
229,36,307,56.043,104.566,0,0.309,1.386,2.434,4.756,10.116,3.4e38
230,36,308,56.099,104.752,0,0.361,1.491,2.756,5.632,12.421,3.4e38
231,36,309,55.557,105.458,0,0.361,1.537,2.912,6.078,13.636,3.4e38
232,36,310,55.159,105.349,0,0.166,1.462,2.655,5.332,11.574,3.4e38
233,36,311,55.484,105.051,0,0.417,1.392,2.460,4.830,10.289,3.4e38
234,36,312,55.949,105.128,0,0.341,1.485,2.754,5.660,12.580,3.4e38
235,36,314,56.731,104.730,0,0.200,1.518,2.857,5.942,13.317,3.4e38
236,36,315,56.794,104.902,0,0.160,1.691,3.519,8.031,19.533,3.4e38
237,36,316,56.676,105.020,0,0.167,1.616,3.252,7.247,17.376,3.4e38
238,36,317,57.372,105.661,0,0.198,1.472,2.674,5.346,11.507,3.4e38
239,36,318,57.264,105.279,0,0.260,1.497,2.781,5.701,12.579,3.4e38
240,36,319,56.582,105.576,0,0.260,1.472,2.710,5.531,12.221,3.4e38
241,36,320,56.498,105.454,0,0.217,1.458,2.664,5.387,11.764,3.4e38
242,36,321,56.579,106.284,0,0.219,1.515,2.895,6.174,14.295,3.4e38
243,36,322,56.204,105.546,0,0.299,1.449,2.625,5.260,11.391,3.4e38
244,36,323,56.098,105.272,0,0.254,1.441,2.640,5.396,11.970,3.4e38
245,36,324,55.488,104.808,0,0.299,1.400,2.465,4.799,10.105,3.4e38
246,36,326,55.325,104.933,0,0.320,1.442,2.613,5.247,11.400,3.4e38
247,36,327,55.053,104.660,0,0.361,1.438,2.613,5.284,11.620,3.4e38
248,36,328,55.069,105.212,0,0.406,1.422,2.557,5.126,11.188,3.4e38
249,36,329,54.472,105.136,0,0.422,1.413,2.490,4.827,10.078,3.4e38
250,36,330,54.355,105.349,0,0.384,1.411,2.484,4.820,10.084,3.4e38
251,36,331,54.429,105.690,0,0.475,1.321,2.202,4.032,7.947,3.4e38
252,36,332,54.444,105.943,0,0.455,1.469,2.693,5.471,12.036,3.4e38
253,36,333,54.793,105.655,0,0.336,1.365,2.340,4.431,9.084,3.4e38
254,36,334,54.577,105.429,0,0.384,1.365,2.350,4.477,9.240,3.4e38
255,36,335,54.355,105.846,0,0.342,1.406,2.498,4.924,10.522,3.4e38
256,36,336,54.490,105.148,0,0.444,1.362,2.335,4.428,9.094,3.4e38
257,36,337,54.477,105.021,0,0.464,1.451,2.625,5.244,11.307,3.4e38
258,36,338,54.616,104.231,0,0.306,1.443,2.611,5.234,11.362,3.4e38
259,36,339,55.931,102.849,0,0.316,1.465,2.710,5.575,12.430,3.4e38
260,36,340,56.462,103.418,0,0.429,1.400,2.456,4.758,9.965,3.4e38
261,36,341,56.303,103.921,0,0.371,1.429,2.580,5.181,11.309,3.4e38
262,36,342,55.072,103.518,0,0.416,1.442,2.620,5.299,11.643,3.4e38
263,36,343,54.752,103.264,0,0.464,1.379,2.379,4.526,9.300,3.4e38
264,36,344,54.973,104.011,0,0.332,1.438,2.630,5.367,11.912,3.4e38
265,36,345,54.904,104.091,0,0.367,1.449,2.645,5.382,11.921,3.4e38
266,36,346,54.599,104.407,0,0.442,1.386,2.395,4.560,9.372,3.4e38
267,36,347,54.470,104.559,0,0.470,1.306,2.132,3.807,7.282,3.4e38
268,36,348,54.196,104.319,0,0.387,1.460,2.622,5.154,10.845,3.4e38
269,36,349,54.566,105.065,0,0.384,1.389,2.422,4.665,9.717,3.4e38
270,36,350,54.634,104.564,0,0.307,1.510,2.812,5.783,12.825,3.4e38
271,36,351,54.381,103.995,0,0.297,1.422,2.549,5.070,10.930,3.4e38
272,36,352,54.437,104.000,0,0.491,1.389,2.422,4.664,9.716,3.4e38
273,36,353,54.112,104.124,0,0.353,1.508,2.818,5.817,12.943,3.4e38
274,36,354,53.642,104.241,0,0.429,1.346,2.289,4.306,8.784,3.4e38
275,36,355,54.050,104.211,0,0.424,1.436,2.582,5.128,11.001,3.4e38
276,36,356,53.688,104.198,0,0.375,1.463,2.650,5.298,11.430,3.4e38
277,36,358,54.060,104.238,0,0.459,1.393,2.430,4.677,9.716,3.4e38
278,36,359,54.551,104.453,0,0.455,1.396,2.409,4.552,9.224,3.4e38
279,36,360,54.481,103.939,0,0.368,1.487,2.746,5.596,12.289,3.4e38
280,36,361,54.346,104.409,0,0.318,1.360,2.307,4.294,8.597,3.4e38
281,36,362,54.307,104.866,0,0.358,1.393,2.431,4.673,9.689,3.4e38
282,36,363,54.250,105.057,0,0.441,1.369,2.372,4.564,9.548,3.4e38
283,36,364,54.582,104.593,0,0.344,1.404,2.481,4.862,10.316,3.4e38
284,36,365,54.921,105.251,0,0.396,1.342,2.262,4.191,8.368,3.4e38
285,36,366,54.635,105.490,0,0.401,1.358,2.322,4.379,8.909,3.4e38
286,36,367,55.334,106.323,0,0.359,1.417,2.523,4.969,10.579,3.4e38
287,36,368,54.911,105.992,0,0.377,1.427,2.571,5.149,11.197,3.4e38
288,36,369,55.426,106.593,0,0.370,1.481,2.714,5.474,11.875,3.4e38
289,36,370,55.681,106.535,0,0.325,1.431,2.561,5.070,10.852,3.4e38
290,36,371,55.534,106.711,0,0.335,1.510,2.816,5.804,12.907,3.4e38
291,36,372,56.366,106.145,0,0.346,1.433,2.564,5.067,10.813,3.4e38
292,36,373,56.205,107.102,0,0.206,1.559,2.996,6.342,14.425,3.4e38
293,36,374,57.257,106.596,0,0.211,1.501,2.774,5.654,12.426,3.4e38
294,36,375,57.090,106.671,0,0.236,1.462,2.699,5.543,12.334,3.4e38
295,36,376,56.774,105.771,0,0.170,1.528,2.878,5.969,13.301,3.4e38
296,36,377,56.452,107.347,0,0.163,1.469,2.737,5.697,12.902,3.4e38
297,36,378,55.796,107.094,0,0.219,1.610,3.193,6.976,16.376,3.4e38
298,36,380,56.507,107.109,0,0.163,1.428,2.590,5.239,11.531,3.4e38
299,37,384,56.070,105.505,0,0.180,1.582,3.078,6.598,15.188,3.4e38
300,37,385,56.632,106.190,0,0.222,1.467,2.723,5.620,12.559,3.4e38
301,37,386,56.247,106.497,0,0.371,1.490,2.754,5.619,12.359,3.4e38
302,37,387,56.481,106.277,0,0.292,1.512,2.835,5.882,13.196,3.4e38
303,37,388,56.525,106.242,0,0.229,1.582,3.095,6.674,15.446,3.4e38
304,37,389,55.822,105.994,0,0.146,1.493,2.830,5.960,13.561,3.4e38
305,37,390,56.091,106.387,0,0.190,1.552,2.998,6.396,14.681,3.4e38
306,37,391,56.290,106.432,0,0.228,1.282,2.104,3.828,7.582,3.4e38
307,37,392,55.912,105.648,0,0.190,1.648,3.327,7.392,17.596,3.4e38
308,37,394,56.981,105.564,0,0.145,1.452,2.673,5.493,12.275,3.4e38
309,37,395,56.783,105.651,0,0.112,1.547,3.027,6.602,15.586,3.4e38
310,37,396,57.590,105.372,0,0.140,1.551,2.946,6.153,13.803,3.4e38
311,37,398,58.417,105.666,0,0.246,1.623,3.211,6.972,16.215,3.4e38
312,38,400,77.282,79.445,0,0.229,1.437,2.588,5.176,11.235,3.4e38
313,38,402,77.541,79.276,0,0.197,1.310,2.171,3.994,8.014,3.4e38
314,39,403,58.287,107.457,0,0.201,1.643,3.330,7.428,17.739,3.4e38
315,39,404,56.678,105.789,0,0.056,1.285,2.289,4.740,11.029,3.4e38
316,40,412,71.204,43.217,0,0.206,1.597,3.127,6.725,15.491,3.4e38
317,40,414,71.955,42.704,0,0.193,1.445,2.650,5.423,12.074,3.4e38
318,40,416,72.387,42.387,0,0.269,1.563,3.026,6.480,14.950,3.4e38
319,40,417,73.200,42.736,0,0.239,1.506,2.836,5.928,13.402,3.4e38
320,41,418,55.514,107.400,0,0.210,1.589,3.086,6.587,15.081,3.4e38
321,41,419,56.572,106.732,0,0.177,1.556,2.982,6.292,14.274,3.4e38
322,41,420,57.366,106.359,0,0.259,1.539,2.929,6.150,13.906,3.4e38
323,41,421,56.688,106.770,0,0.296,1.514,2.825,5.799,12.805,3.4e38
324,41,422,56.650,106.988,0,0.131,1.527,2.892,6.078,13.800,3.4e38
325,41,424,56.599,106.288,0,0.261,1.547,2.982,6.372,14.707,3.4e38
326,41,425,56.278,106.427,0,0.267,1.565,2.983,6.227,13.916,3.4e38
327,42,426,73.559,42.523,0,0.374,1.455,2.668,5.441,12.042,3.4e38
328,42,428,73.540,42.378,0,0.155,1.667,3.416,7.711,18.640,3.4e38
329,43,430,56.541,105.932,0,0.174,1.569,3.078,6.692,15.680,3.4e38
330,43,432,56.001,105.936,0,0.104,1.460,2.781,5.977,14.042,3.4e38
331,43,433,57.234,107.004,0,0.224,1.624,3.269,7.278,17.425,3.4e38
332,43,434,57.259,107.275,0,0.284,1.476,2.692,5.422,11.793,3.4e38
