 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
2250,342,6175,95.425,117.789,0,0.249,1.398,2.476,4.868,10.382,3.4e38
2251,342,6176,96.130,117.740,0,0.189,1.521,2.892,6.090,13.843,3.4e38
2252,342,6177,94.733,117.775,0,0.248,1.526,2.855,5.869,12.951,3.4e38
2253,342,6178,95.568,118.145,0,0.253,1.379,2.407,4.660,9.792,3.4e38
2254,342,6179,95.493,117.993,0,0.255,1.495,2.777,5.705,12.643,3.4e38
2255,342,6180,95.552,117.123,0,0.100,1.375,2.462,4.969,11.021,3.4e38
2256,342,6181,95.122,117.672,0,0.265,1.396,2.454,4.785,10.112,3.4e38
2257,342,6182,94.869,117.356,0,0.328,1.483,2.744,5.621,12.467,3.4e38
2258,342,6183,95.310,117.268,0,0.225,1.464,2.662,5.337,11.534,3.4e38
2259,342,6185,94.683,117.399,0,0.257,1.527,2.858,5.877,12.975,3.4e38
2260,342,6186,94.711,117.304,0,0.365,1.377,2.385,4.565,9.455,3.4e38
2261,342,6187,94.470,116.838,0,0.234,1.505,2.810,5.786,12.800,3.4e38
2262,342,6188,94.875,116.682,0,0.297,1.554,2.971,6.267,14.242,3.4e38
2263,342,6189,94.625,117.366,0,0.292,1.481,2.742,5.618,12.433,3.4e38
2264,342,6190,94.757,117.350,0,0.311,1.449,2.605,5.161,11.024,3.4e38
2265,342,6191,95.117,116.752,0,0.201,1.392,2.439,4.722,9.878,3.4e38
2266,342,6192,95.718,117.034,0,0.163,1.449,2.649,5.397,11.954,3.4e38
2267,342,6193,95.727,116.116,0,0.366,1.461,2.650,5.293,11.367,3.4e38
2268,342,6195,95.656,116.067,0,0.246,1.478,2.745,5.650,12.557,3.4e38
2269,342,6197,95.183,115.686,0,0.144,1.404,2.481,4.869,10.378,3.4e38
2270,342,6198,95.296,115.935,0,0.407,1.458,2.658,5.361,11.681,3.4e38
2271,342,6199,95.341,115.921,0,0.406,1.488,2.777,5.751,12.892,3.4e38
2272,342,6200,95.620,116.214,0,0.340,1.428,2.538,4.973,10.508,3.4e38
2273,342,6201,95.176,115.449,0,0.163,1.452,2.623,5.235,11.284,3.4e38
2274,342,6202,94.926,116.147,0,0.361,1.472,2.697,5.462,11.950,3.4e38
2275,342,6203,94.938,116.314,0,0.209,1.491,2.796,5.827,13.164,3.4e38
2276,342,6204,95.126,116.238,0,0.402,1.509,2.828,5.863,13.109,3.4e38
2277,342,6205,95.367,115.684,0,0.230,1.412,2.522,5.002,10.764,3.4e38
2278,342,6206,95.393,116.358,0,0.318,1.388,2.418,4.652,9.680,3.4e38
2279,342,6207,94.643,116.517,0,0.226,1.594,3.084,6.531,14.800,3.4e38
2280,342,6208,94.386,116.188,0,0.281,1.374,2.377,4.542,9.375,3.4e38
2281,342,6209,94.421,116.091,0,0.316,1.521,2.866,5.960,13.350,3.4e38
2282,342,6210,95.160,115.687,0,0.303,1.381,2.420,4.714,9.976,3.4e38
2283,342,6211,95.125,115.706,0,0.213,1.474,2.712,5.522,12.136,3.4e38
2284,342,6212,94.659,116.092,0,0.287,1.582,3.057,6.490,14.774,3.4e38
2285,342,6213,94.540,116.248,0,0.327,1.360,2.323,4.383,8.962,3.4e38
2286,343,6214,97.755,98.570,0,0.286,1.487,2.776,5.754,12.912,3.4e38
2287,343,6215,97.682,99.511,0,0.147,1.419,2.538,5.022,10.730,3.4e38
2288,343,6217,96.968,99.337,0,0.373,1.495,2.793,5.784,12.946,3.4e38
2289,344,6216,95.603,117.128,0,0.197,1.517,2.859,5.958,13.386,3.4e38
2290,344,6218,94.956,116.850,0,0.255,1.569,3.060,6.607,15.380,3.4e38
2291,344,6219,94.739,116.753,0,0.352,1.469,2.674,5.362,11.577,3.4e38
2292,344,6221,95.280,116.923,0,0.372,1.500,2.791,5.738,12.722,3.4e38
2293,344,6223,94.494,117.651,0,0.307,1.454,2.640,5.304,11.527,3.4e38
2294,344,6224,94.737,117.437,0,0.401,1.498,2.766,5.622,12.294,3.4e38
2295,345,6225,98.068,99.408,0,0.275,1.480,2.743,5.630,12.484,3.4e38
2296,345,6226,97.676,99.198,0,0.340,1.440,2.603,5.213,11.294,3.4e38
2297,346,6227,53.474,88.603,0,0.228,1.395,2.438,4.709,9.848,3.4e38
2298,346,6229,53.566,89.055,0,0.345,1.411,2.504,4.916,10.437,3.4e38
2299,347,6230,96.179,84.866,0,0.411,1.433,2.556,5.033,10.694,3.4e38
2300,347,6231,95.857,84.620,0,0.384,1.493,2.757,5.614,12.308,3.4e38
2301,347,6233,96.149,84.523,0,0.478,1.396,2.439,4.699,9.768,3.4e38
2302,347,6235,96.313,85.139,0,0.443,1.364,2.379,4.641,9.913,3.4e38
2303,347,6236,96.260,84.619,0,0.351,1.397,2.440,4.697,9.756,3.4e38
2304,348,6238,53.154,87.784,0,0.463,1.374,2.351,4.423,8.954,3.4e38
2305,348,6239,53.445,88.102,0,0.299,1.492,2.747,5.575,12.184,3.4e38
2306,349,6240,97.025,85.873,0,0.470,1.477,2.719,5.540,12.196,3.4e38
2307,349,6241,96.669,85.723,0,0.351,1.398,2.447,4.738,9.934,3.4e38
2308,349,6242,96.280,85.419,0,0.486,1.346,2.289,4.292,8.686,3.4e38
2309,349,6243,96.326,85.700,0,0.449,1.335,2.226,4.064,7.954,3.4e38
2310,349,6244,96.530,85.962,0,0.249,1.466,2.692,5.480,12.065,3.4e38
2311,350,6245,94.683,117.524,0,0.301,1.540,2.900,6.000,13.322,3.4e38
2312,350,6246,95.084,118.131,0,0.328,1.426,2.584,5.219,11.458,3.4e38
2313,351,6249,53.500,89.116,0,0.343,1.372,2.364,4.492,9.217,3.4e38
2314,351,6251,53.111,88.833,0,0.313,1.436,2.595,5.213,11.374,3.4e38
2315,351,6252,53.717,89.258,0,0.217,1.314,2.205,4.113,8.357,3.4e38
2316,352,6254,95.746,86.352,0,0.456,1.382,2.392,4.570,9.436,3.4e38
2317,352,6255,95.586,85.914,0,0.458,1.507,2.820,5.833,13.011,3.4e38
2318,352,6257,96.700,85.704,0,0.490,1.458,2.607,5.101,10.686,3.4e38
2319,352,6259,96.156,85.298,0,0.367,1.415,2.502,4.878,10.257,3.4e38
2320,352,6260,96.342,85.210,0,0.468,1.339,2.245,4.124,8.140,3.4e38
2321,352,6261,96.395,85.199,0,0.368,1.455,2.611,5.143,10.880,3.4e38
2322,352,6262,96.454,85.386,0,0.342,1.427,2.545,5.007,10.620,3.4e38
2323,352,6263,96.832,85.368,0,0.215,1.466,2.686,5.446,11.941,3.4e38
2324,352,6265,96.819,85.433,0,0.383,1.390,2.393,4.509,9.108,3.4e38
2325,353,6266,53.446,89.305,0,0.369,1.416,2.509,4.913,10.395,3.4e38
2326,353,6267,53.719,88.759,0,0.344,1.431,2.552,5.020,10.660,3.4e38
2327,353,6268,53.521,88.961,0,0.388,1.432,2.573,5.127,11.071,3.4e38
2328,354,6271,96.186,84.591,0,0.389,1.444,2.620,5.265,11.443,3.4e38
2329,354,6273,96.370,84.980,0,0.388,1.452,2.639,5.299,11.486,3.4e38
2330,354,6274,96.386,84.386,0,0.457,1.369,2.359,4.484,9.213,3.4e38
2331,354,6275,96.578,84.175,0,0.325,1.417,2.511,4.918,10.417,3.4e38
2332,354,6277,95.975,84.812,0,0.262,1.498,2.790,5.737,12.720,3.4e38
2333,354,6278,96.295,85.196,0,0.411,1.335,2.243,4.152,8.297,3.4e38
2334,354,6279,95.837,84.557,0,0.473,1.456,2.620,5.185,11.040,3.4e38
2335,354,6280,96.028,84.284,0,0.384,1.424,2.560,5.117,11.108,3.4e38
2336,354,6282,96.561,84.208,0,0.513,1.381,2.384,4.528,9.262,3.4e38
2337,355,6283,94.407,116.371,0,0.320,1.434,2.585,5.167,11.179,3.4e38
2338,355,6284,94.104,116.331,0,0.200,1.393,2.466,4.867,10.469,3.4e38
2339,356,6285,96.989,83.493,0,0.289,1.517,2.839,5.851,12.963,3.4e38
2340,356,6286,96.926,83.608,0,0.385,1.395,2.474,4.898,10.588,3.4e38
2341,356,6287,96.172,83.748,0,0.479,1.466,2.669,5.359,11.602,3.4e38
2342,356,6288,95.334,84.249,0,0.363,1.314,2.198,4.085,8.275,3.4e38
2343,356,6289,96.021,84.454,0,0.469,1.408,2.490,4.868,10.280,3.4e38
2344,357,6290,53.060,89.448,0,0.301,1.430,2.566,5.101,10.975,3.4e38
2345,357,6291,53.324,89.699,0,0.388,1.403,2.465,4.776,9.998,3.4e38
2346,357,6293,52.841,89.108,0,0.438,1.383,2.387,4.530,9.256,3.4e38
2347,358,6292,96.157,85.425,0,0.347,1.409,2.480,4.815,10.101,3.4e38
2348,358,6294,96.142,85.142,0,0.351,1.347,2.285,4.285,8.701,3.4e38
2349,358,6295,96.529,85.210,0,0.403,1.374,2.380,4.562,9.457,3.4e38
2350,358,6297,96.359,85.146,0,0.520,1.382,2.410,4.654,9.751,3.4e38
2351,358,6298,96.881,85.201,0,0.400,1.396,2.460,4.812,10.218,3.4e38
2352,358,6299,96.442,84.187,0,0.345,1.457,2.647,5.315,11.530,3.4e38
2353,358,6300,96.726,84.872,0,0.440,1.497,2.776,5.677,12.503,3.4e38
2354,358,6302,97.401,84.212,0,0.367,1.405,2.481,4.842,10.221,3.4e38
2355,358,6303,96.952,84.154,0,0.374,1.408,2.512,4.986,10.763,3.4e38
2356,358,6304,96.255,83.794,0,0.321,1.373,2.380,4.571,9.521,3.4e38
2357,358,6306,96.285,84.151,0,0.329,1.436,2.577,5.113,10.963,3.4e38
2358,358,6307,96.262,84.522,0,0.471,1.404,2.471,4.805,10.093,3.4e38
2359,358,6308,97.037,84.039,0,0.236,1.483,2.773,5.757,12.927,3.4e38
2360,359,6309,52.180,89.718,0,0.139,1.438,2.564,5.041,10.697,3.4e38
2361,359,6310,52.014,89.086,0,0.193,1.493,2.804,5.840,13.136,3.4e38
2362,359,6311,52.396,88.941,0,0.287,1.476,2.727,5.574,12.309,3.4e38
2363,360,6312,96.190,83.560,0,0.325,1.356,2.323,4.415,9.115,3.4e38
2364,360,6313,95.914,83.510,0,0.301,1.362,2.318,4.335,8.715,3.4e38
2365,360,6314,96.181,84.057,0,0.476,1.489,2.761,5.664,12.537,3.4e38
2366,360,6316,96.207,83.167,0,0.523,1.402,2.451,4.720,9.803,3.4e38
2367,360,6317,96.309,83.455,0,0.351,1.460,2.648,5.288,11.350,3.4e38
2368,360,6318,96.183,83.415,0,0.540,1.389,2.416,4.631,9.579,3.4e38
2369,360,6320,95.418,83.597,0,0.319,1.485,2.734,5.552,12.147,3.4e38
2370,360,6321,95.497,83.130,0,0.437,1.481,2.700,5.402,11.585,3.4e38
2371,360,6323,96.094,82.905,0,0.614,1.423,2.550,5.065,10.889,3.4e38
2372,360,6325,95.981,82.916,0,0.425,1.430,2.580,5.169,11.226,3.4e38
2373,360,6327,96.281,83.507,0,0.347,1.466,2.653,5.288,11.364,3.4e38
2374,360,6329,96.531,82.878,0,0.409,1.430,2.534,4.941,10.380,3.4e38
2375,360,6330,96.400,83.247,0,0.301,1.479,2.713,5.491,11.965,3.4e38
2376,360,6331,97.067,83.640,0,0.538,1.368,2.359,4.496,9.276,3.4e38
2377,360,6332,97.043,83.677,0,0.496,1.487,2.742,5.586,12.277,3.4e38
2378,360,6334,97.062,83.626,0,0.407,1.464,2.664,5.349,11.579,3.4e38
2379,360,6336,97.458,83.059,0,0.369,1.394,2.462,4.839,10.353,3.4e38
2380,360,6337,96.013,83.317,0,0.301,1.416,2.552,5.130,11.222,3.4e38
2381,361,6322,54.499,90.243,0,0.366,1.417,2.519,4.952,10.522,3.4e38
2382,361,6324,54.816,90.774,0,0.411,1.491,2.746,5.575,12.201,3.4e38
2383,361,6326,54.857,90.210,0,0.376,1.345,2.303,4.386,9.098,3.4e38
2384,362,6333,54.116,90.191,0,0.327,1.418,2.527,4.986,10.638,3.4e38
2385,362,6335,54.783,90.329,0,0.400,1.327,2.233,4.163,8.423,3.4e38
2386,363,6338,53.732,89.582,0,0.433,1.453,2.606,5.138,10.901,3.4e38
2387,363,6339,53.371,89.934,0,0.244,1.493,2.807,5.864,13.254,3.4e38
2388,363,6340,53.362,90.343,0,0.296,1.431,2.554,5.039,10.750,3.4e38
2389,363,6341,53.976,90.881,0,0.391,1.418,2.553,5.124,11.196,3.4e38
2390,364,6342,95.794,84.147,0,0.467,1.452,2.624,5.243,11.316,3.4e38
2391,364,6343,96.716,84.391,0,0.439,1.495,2.752,5.568,12.097,3.4e38
2392,364,6345,96.030,85.014,0,0.342,1.422,2.558,5.115,11.103,3.4e38
2393,364,6346,97.168,84.578,0,0.415,1.479,2.696,5.416,11.729,3.4e38
2394,365,6347,97.442,114.727,0,0.375,1.335,2.249,4.172,8.359,3.4e38
2395,365,6348,97.342,114.757,0,0.377,1.368,2.360,4.498,9.273,3.4e38
2396,366,6352,96.628,84.464,0,0.440,1.437,2.579,5.115,10.961,3.4e38
2397,366,6353,96.209,84.667,0,0.318,1.347,2.278,4.243,8.526,3.4e38
2398,367,6354,54.186,90.731,0,0.273,1.502,2.800,5.766,12.798,3.4e38
2399,367,6355,53.701,90.563,0,0.308,1.494,2.750,5.567,12.104,3.4e38
2400,368,6356,96.338,85.009,0,0.523,1.456,2.660,5.382,11.773,3.4e38
2401,368,6357,96.614,85.381,0,0.201,1.344,2.310,4.425,9.266,3.4e38
2402,368,6358,96.395,84.924,0,0.492,1.384,2.400,4.593,9.505,3.4e38
2403,369,6359,54.655,91.400,0,0.383,1.441,2.579,5.089,10.828,3.4e38
2404,369,6360,54.365,91.520,0,0.318,1.343,2.273,4.243,8.558,3.4e38
2405,369,6361,54.354,91.023,0,0.371,1.422,2.553,5.094,11.036,3.4e38
2406,369,6362,53.697,90.851,0,0.298,1.469,2.723,5.616,12.552,3.4e38
2407,370,6364,97.191,84.272,0,0.427,1.507,2.791,5.681,12.420,3.4e38
2408,370,6365,97.131,83.675,0,0.260,1.448,2.586,5.065,10.642,3.4e38
2409,370,6366,96.740,83.240,0,0.366,1.417,2.500,4.863,10.209,3.4e38
2410,371,6368,54.766,91.083,0,0.477,1.468,2.693,5.464,11.967,3.4e38
2411,371,6369,54.466,91.606,0,0.425,1.453,2.607,5.139,10.893,3.4e38
2412,372,6370,97.301,84.465,0,0.514,1.415,2.495,4.844,10.147,3.4e38
2413,372,6371,96.941,84.740,0,0.468,1.469,2.671,5.359,11.597,3.4e38
2414,373,6372,43.584,59.573,0,0.335,1.367,2.322,4.317,8.600,3.4e38
2415,373,6373,43.646,59.331,0,0.263,1.494,2.750,5.568,12.132,3.4e38
2416,374,6374,97.111,83.635,0,0.406,1.469,2.684,5.408,11.740,3.4e38
2417,374,6375,97.602,83.992,0,0.245,1.572,3.064,6.622,15.455,3.4e38
2418,374,6376,97.836,83.907,0,0.378,1.440,2.584,5.121,10.960,3.4e38
2419,375,6377,53.812,90.335,0,0.407,1.471,2.706,5.507,12.109,3.4e38
2420,375,6378,54.059,90.818,0,0.395,1.468,2.722,5.619,12.595,3.4e38
2421,375,6379,54.621,90.778,0,0.425,1.398,2.440,4.681,9.652,3.4e38
2422,375,6381,53.875,91.061,0,0.407,1.517,2.858,5.963,13.440,3.4e38
2423,376,6380,96.480,83.704,0,0.351,1.384,2.394,4.567,9.406,3.4e38
2424,376,6382,96.514,83.911,0,0.387,1.408,2.491,4.877,10.349,3.4e38
2425,376,6383,96.228,83.421,0,0.350,1.508,2.802,5.736,12.631,3.4e38
2426,376,6385,96.638,83.654,0,0.485,1.436,2.557,5.013,10.584,3.4e38
2427,376,6386,97.043,83.994,0,0.424,1.458,2.682,5.487,12.188,3.4e38
2428,376,6388,95.960,84.482,0,0.275,1.515,2.845,5.905,13.214,3.4e38
2429,376,6390,96.742,84.810,0,0.365,1.365,2.324,4.350,8.766,3.4e38
2430,376,6392,95.542,83.973,0,0.460,1.442,2.609,5.234,11.374,3.4e38
2431,376,6393,95.537,84.309,0,0.438,1.407,2.463,4.752,9.890,3.4e38
2432,377,6387,53.638,92.285,0,0.348,1.423,2.505,4.835,10.019,3.4e38
2433,377,6389,54.514,90.786,0,0.349,1.466,2.655,5.285,11.318,3.4e38
2434,377,6391,53.559,91.522,0,0.474,1.388,2.416,4.641,9.635,3.4e38
2435,378,6394,53.263,91.768,0,0.308,1.459,2.597,5.041,10.443,3.4e38
2436,378,6395,53.030,91.055,0,0.393,1.434,2.591,5.194,11.281,3.4e38
2437,379,6396,95.789,84.523,0,0.539,1.450,2.624,5.251,11.354,3.4e38
2438,379,6398,95.967,84.865,0,0.393,1.437,2.589,5.170,11.176,3.4e38
2439,379,6399,95.729,84.827,0,0.438,1.451,2.612,5.189,11.125,3.4e38
2440,380,6400,52.977,91.237,0,0.208,1.479,2.757,5.706,12.766,3.4e38
2441,380,6401,52.978,91.243,0,0.478,1.477,2.708,5.475,11.924,3.4e38
2442,380,6403,53.770,90.229,0,0.233,1.488,2.722,5.469,11.795,3.4e38
2443,380,6404,53.344,90.383,0,0.180,1.387,2.441,4.760,10.062,3.4e38
2444,381,6405,96.312,84.763,0,0.489,1.339,2.246,4.138,8.209,3.4e38
2445,381,6406,95.808,84.687,0,0.333,1.514,2.823,5.810,12.902,3.4e38
2446,381,6407,95.569,84.495,0,0.429,1.467,2.651,5.255,11.178,3.4e38
2447,381,6408,95.725,84.945,0,0.346,1.448,2.631,5.303,11.568,3.4e38
2448,381,6409,95.556,84.328,0,0.513,1.370,2.351,4.436,9.013,3.4e38
2449,381,6410,95.442,83.728,0,0.496,1.420,2.503,4.847,10.098,3.4e38
2450,381,6411,96.268,84.282,0,0.560,1.436,2.581,5.135,11.065,3.4e38
2451,381,6412,96.393,84.541,0,0.391,1.424,2.520,4.919,10.360,3.4e38
2452,382,6413,54.033,91.433,0,0.484,1.454,2.631,5.262,11.362,3.4e38
2453,382,6414,54.302,91.712,0,0.469,1.392,2.408,4.571,9.326,3.4e38
2454,382,6416,53.835,90.857,0,0.432,1.482,2.734,5.576,12.287,3.4e38
2455,383,6419,53.413,92.143,0,0.499,1.417,2.511,4.904,10.316,3.4e38
2456,383,6420,52.583,92.039,0,0.289,1.353,2.343,4.537,9.627,3.4e38
2457,384,6421,97.256,84.304,0,0.516,1.391,2.405,4.562,9.295,3.4e38
2458,384,6422,96.892,84.083,0,0.300,1.489,2.781,5.761,12.905,3.4e38
2459,384,6423,96.920,84.785,0,0.306,1.487,2.769,5.711,12.718,3.4e38
2460,384,6424,96.849,84.631,0,0.448,1.392,2.417,4.616,9.493,3.4e38
2461,384,6425,96.074,84.730,0,0.313,1.457,2.661,5.394,11.846,3.4e38
2462,384,6426,96.458,84.256,0,0.190,1.396,2.443,4.732,9.929,3.4e38
2463,384,6427,96.020,84.089,0,0.437,1.418,2.536,5.031,10.826,3.4e38
2464,384,6429,95.779,83.807,0,0.212,1.325,2.212,4.073,8.111,3.4e38
2465,384,6430,95.713,84.002,0,0.581,1.445,2.615,5.243,11.375,3.4e38
2466,384,6431,96.047,83.686,0,0.397,1.404,2.495,4.933,10.601,3.4e38
2467,384,6432,96.305,83.247,0,0.309,1.343,2.291,4.341,8.957,3.4e38
2468,384,6433,96.014,83.048,0,0.459,1.488,2.770,5.721,12.775,3.4e38
2469,385,6434,49.395,83.818,0,0.121,1.515,2.889,6.134,14.128,3.4e38
2470,385,6435,50.689,83.795,0,0.173,1.521,2.869,5.976,13.411,3.4e38
2471,385,6436,50.437,83.609,0,0.186,1.667,3.323,7.225,16.738,3.4e38
2472,385,6437,49.732,83.634,0,0.228,1.309,2.222,4.230,8.859,3.4e38
2473,385,6438,49.586,83.806,0,0.292,1.639,3.268,7.162,16.820,3.4e38
2474,385,6439,50.833,83.994,0,0.196,1.552,2.976,6.298,14.343,3.4e38
2475,385,6440,50.249,84.219,0,0.322,1.523,2.857,5.902,13.117,3.4e38
2476,386,6441,43.540,58.615,0,0.143,1.555,2.999,6.388,14.628,3.4e38
2477,386,6442,43.518,58.664,0,0.141,1.393,2.542,5.280,12.147,3.4e38
2478,386,6444,43.438,58.585,0,0.170,1.398,2.470,4.838,10.280,3.4e38
2479,386,6445,43.197,58.542,0,0.150,1.435,2.592,5.209,11.362,3.4e38
2480,386,6446,43.094,58.369,0,0.173,1.420,2.539,5.036,10.820,3.4e38
2481,386,6448,43.286,58.653,0,0.211,1.410,2.535,5.087,11.127,3.4e38
2482,387,6447,50.298,84.378,0,0.314,1.411,2.499,4.898,10.387,3.4e38
2483,387,6449,51.415,83.954,0,0.165,1.523,2.920,6.224,14.343,3.4e38
2484,388,6452,43.661,57.943,0,0.133,1.476,2.720,5.528,12.088,3.4e38
2485,388,6454,43.675,58.059,0,0.177,1.474,2.758,5.755,13.034,3.4e38
2486,389,6457,42.956,57.760,0,0.184,1.480,2.765,5.745,12.947,3.4e38
2487,389,6458,43.185,58.052,0,0.210,1.502,2.830,5.939,13.530,3.4e38
2488,389,6459,43.291,57.816,0,0.114,1.442,2.613,5.251,11.445,3.4e38
2489,389,6460,43.695,57.818,0,0.315,1.415,2.492,4.836,10.118,3.4e38
2490,389,6461,43.392,57.634,0,0.093,1.358,2.388,4.721,10.234,3.4e38
2491,389,6463,43.683,58.092,0,0.122,1.399,2.493,4.970,10.838,3.4e38
2492,389,6464,42.985,57.784,0,0.265,1.486,2.775,5.764,12.969,3.4e38
2493,389,6465,42.603,57.515,0,0.180,1.542,2.931,6.153,13.914,3.4e38
2494,389,6466,42.957,57.482,0,0.143,1.360,2.401,4.780,10.483,3.4e38
2495,389,6468,43.459,57.584,0,0.208,1.497,2.740,5.505,11.889,3.4e38
2496,389,6469,42.974,57.762,0,0.156,1.480,2.762,5.733,12.897,3.4e38
2497,389,6470,43.824,58.042,0,0.101,1.429,2.538,4.964,10.456,3.4e38
2498,389,6471,43.232,57.292,0,0.237,1.450,2.649,5.363,11.735,3.4e38
2499,390,6472,92.301,107.265,0,0.308,1.457,2.639,5.264,11.293,3.4e38
2500,390,6473,92.120,106.584,0,0.294,1.533,2.920,6.156,14.001,3.4e38
2501,391,6475,43.395,57.077,0,0.226,1.345,2.309,4.406,9.137,3.4e38
2502,391,6477,43.203,58.212,0,0.175,1.425,2.543,5.031,10.798,3.4e38
2503,391,6479,43.046,58.699,0,0.123,1.553,2.981,6.309,14.356,3.4e38
2504,391,6480,43.296,57.897,0,0.112,1.499,2.828,5.950,13.589,3.4e38
2505,391,6481,43.424,58.516,0,0.250,1.515,2.831,5.833,12.957,3.4e38
2506,391,6482,43.408,58.287,0,0.288,1.304,2.161,3.963,7.885,3.4e38
2507,392,6486,43.508,58.160,0,0.123,1.423,2.601,5.332,11.954,3.4e38
2508,392,6488,43.321,57.728,0,0.234,1.507,2.813,5.800,12.906,3.4e38
2509,392,6489,43.170,57.513,0,0.183,1.456,2.677,5.483,12.191,3.4e38
2510,392,6490,43.226,57.439,0,0.150,1.455,2.621,5.205,11.136,3.4e38
2511,392,6491,42.884,57.690,0,0.270,1.402,2.481,4.869,10.354,3.4e38
2512,392,6492,43.260,57.710,0,0.273,1.517,2.813,5.731,12.540,3.4e38
2513,392,6494,42.914,57.881,0,0.261,1.477,2.749,5.692,12.786,3.4e38
2514,392,6495,42.411,57.530,0,0.174,1.459,2.687,5.498,12.190,3.4e38
2515,392,6497,43.297,57.951,0,0.165,1.567,3.030,6.473,14.879,3.4e38
2516,392,6499,43.282,57.688,0,0.237,1.497,2.773,5.663,12.440,3.4e38
2517,392,6500,43.064,57.857,0,0.301,1.431,2.578,5.152,11.156,3.4e38
2518,392,6501,42.832,57.411,0,0.137,1.541,2.954,6.274,14.375,3.4e38
2519,392,6502,43.234,57.687,0,0.187,1.592,3.112,6.710,15.570,3.4e38
2520,392,6503,42.681,57.438,0,0.305,1.504,2.792,5.717,12.618,3.4e38
2521,392,6504,42.626,57.489,0,0.176,1.567,2.973,6.170,13.713,3.4e38
2522,392,6505,43.328,58.515,0,0.189,1.452,2.627,5.248,11.319,3.4e38
2523,392,6506,43.456,57.197,0,0.094,1.376,2.483,5.065,11.377,3.4e38
2524,392,6508,43.146,58.594,0,0.224,1.438,2.603,5.243,11.472,3.4e38
2525,392,6509,43.226,58.499,0,0.155,1.466,2.748,5.756,13.087,3.4e38
2526,392,6510,43.215,58.395,0,0.165,1.647,3.288,7.179,16.726,3.4e38
2527,392,6512,43.751,57.943,0,0.203,1.486,2.751,5.644,12.524,3.4e38
2528,392,6513,43.336,58.328,0,0.189,1.495,2.816,5.900,13.408,3.4e38
2529,392,6514,43.176,57.809,0,0.223,1.408,2.507,4.968,10.717,3.4e38
2530,392,6515,42.466,57.733,0,0.166,1.426,2.554,5.074,10.926,3.4e38
2531,392,6516,43.455,58.123,0,0.281,1.319,2.239,4.251,8.841,3.4e38
2532,392,6517,43.371,58.066,0,0.187,1.397,2.485,4.907,10.510,3.4e38
2533,392,6518,43.002,58.448,0,0.263,1.542,2.941,6.188,14.004,3.4e38
2534,392,6519,42.912,58.292,0,0.170,1.492,2.764,5.661,12.497,3.4e38
2535,392,6520,43.333,58.480,0,0.281,1.287,2.095,3.743,7.204,3.4e38
2536,392,6521,43.343,58.679,0,0.218,1.465,2.686,5.457,11.996,3.4e38
2537,392,6522,43.473,58.806,0,0.137,1.482,2.757,5.698,12.767,3.4e38
2538,392,6523,43.667,58.629,0,0.223,1.395,2.451,4.776,10.106,3.4e38
2539,393,6524,99.758,114.130,0,0.160,1.459,2.621,5.183,11.051,3.4e38
2540,393,6525,100.247,114.350,0,0.214,1.273,2.095,3.846,7.748,3.4e38
2541,394,6526,42.941,59.250,0,0.269,1.466,2.696,5.496,12.121,3.4e38
2542,394,6528,43.968,59.202,0,0.253,1.461,2.668,5.401,11.846,3.4e38
2543,394,6529,43.816,60.350,0,0.195,1.421,2.568,5.176,11.344,3.4e38
2544,394,6530,43.532,59.184,0,0.203,1.481,2.716,5.486,11.925,3.4e38
2545,394,6531,43.079,59.237,0,0.187,1.533,2.940,6.266,14.460,3.4e38
2546,394,6532,43.746,58.476,0,0.091,1.401,2.536,5.189,11.702,3.4e38
2547,394,6533,44.058,59.669,0,0.098,1.497,2.888,6.276,14.893,3.4e38
2548,394,6535,42.622,59.351,0,0.118,1.452,2.700,5.610,12.685,3.4e38
2549,395,6534,40.573,98.324,0,0.061,1.169,1.826,3.242,6.477,3.4e38
2550,395,6536,35.798,96.352,0,0.216,1.402,2.436,4.639,9.474,3.4e38
2551,396,6538,43.595,58.830,0,0.162,1.512,2.879,6.107,14.048,3.4e38
2552,396,6539,43.530,58.770,0,0.113,1.450,2.728,5.767,13.313,3.4e38
2553,396,6540,43.186,58.660,0,0.224,1.540,2.955,6.284,14.437,3.4e38
2554,396,6541,42.751,58.372,0,0.300,1.516,2.811,5.715,12.463,3.4e38
2555,396,6542,43.138,58.702,0,0.287,1.462,2.668,5.392,11.777,3.4e38
2556,396,6543,43.319,58.742,0,0.323,1.475,2.681,5.353,11.476,3.4e38
2557,396,6544,43.403,58.466,0,0.331,1.398,2.450,4.743,9.929,3.4e38
2558,396,6545,43.193,58.621,0,0.120,1.243,1.984,3.495,6.680,3.4e38
2559,396,6547,43.478,58.448,0,0.316,1.372,2.353,4.434,8.984,3.4e38
2560,396,6548,43.427,58.553,0,0.395,1.407,2.476,4.808,10.081,3.4e38
2561,396,6549,43.538,58.992,0,0.314,1.461,2.686,5.481,12.113,3.4e38
2562,396,6550,43.233,58.652,0,0.382,1.411,2.490,4.851,10.199,3.4e38
2563,396,6551,43.200,59.119,0,0.423,1.422,2.522,4.943,10.465,3.4e38
2564,396,6552,43.369,58.972,0,0.351,1.411,2.512,4.948,10.534,3.4e38
2565,396,6553,43.068,58.400,0,0.408,1.488,2.753,5.637,12.464,3.4e38
2566,396,6554,43.318,58.500,0,0.419,1.428,2.534,4.949,10.401,3.4e38
