 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
2019,419,5041,42.427,57.415,0,0.271,1.378,2.392,4.606,9.642,3.4e38
2020,419,5042,41.850,56.968,0,0.235,1.479,2.724,5.548,12.211,3.4e38
2021,419,5044,41.696,56.642,0,0.300,1.484,2.743,5.624,12.495,3.4e38
2022,419,5045,42.486,57.635,0,0.309,1.374,2.367,4.503,9.258,3.4e38
2023,419,5046,42.206,58.052,0,0.284,1.441,2.591,5.155,11.098,3.4e38
2024,419,5047,42.247,58.025,0,0.172,1.394,2.490,4.990,10.949,3.4e38
2025,419,5048,42.448,57.760,0,0.179,1.458,2.653,5.328,11.522,3.4e38
2026,419,5049,41.904,56.577,0,0.212,1.492,2.763,5.651,12.463,3.4e38
2027,420,5035,66.128,82.231,0,0.206,1.427,2.595,5.275,11.694,3.4e38
2028,420,5037,64.326,82.612,0,0.205,1.358,2.331,4.441,9.201,3.4e38
2029,421,5052,42.291,57.031,0,0.261,1.407,2.512,4.985,10.737,3.4e38
2030,421,5053,42.286,57.124,0,0.260,1.496,2.766,5.629,12.317,3.4e38
2031,421,5054,43.216,57.445,0,0.239,1.351,2.280,4.227,8.429,3.4e38
2032,421,5055,42.614,57.603,0,0.173,1.320,2.220,4.133,8.356,3.4e38
2033,421,5056,42.708,58.173,0,0.225,1.469,2.714,5.585,12.478,3.4e38
2034,421,5057,42.227,57.420,0,0.278,1.460,2.647,5.292,11.390,3.4e38
2035,421,5058,42.120,57.461,0,0.260,1.347,2.313,4.424,9.235,3.4e38
2036,421,5059,41.770,58.239,0,0.260,1.435,2.572,5.100,10.927,3.4e38
2037,421,5060,42.102,58.076,0,0.146,1.415,2.520,4.978,10.638,3.4e38
2038,421,5061,42.051,58.111,0,0.195,1.345,2.284,4.286,8.703,3.4e38
2039,421,5063,42.483,58.479,0,0.290,1.320,2.191,3.995,7.841,3.4e38
2040,421,5064,42.709,57.939,0,0.114,1.433,2.605,5.275,11.622,3.4e38
2041,421,5065,42.693,57.707,0,0.126,1.449,2.698,5.674,13.091,3.4e38
2042,421,5066,42.494,57.763,0,0.277,1.417,2.535,5.033,10.835,3.4e38
2043,421,5067,41.920,57.186,0,0.223,1.420,2.533,5.014,10.771,3.4e38
2044,421,5068,42.276,57.212,0,0.251,1.345,2.284,4.285,8.696,3.4e38
2045,421,5069,41.940,56.826,0,0.299,1.477,2.758,5.728,12.890,3.4e38
2046,422,5072,42.237,58.219,0,0.248,1.297,2.145,3.922,7.777,3.4e38
2047,422,5073,41.570,56.963,0,0.209,1.537,2.940,6.236,14.290,3.4e38
2048,422,5074,41.450,57.568,0,0.200,1.423,2.575,5.208,11.483,3.4e38
2049,422,5075,41.676,57.533,0,0.194,1.528,2.867,5.912,13.080,3.4e38
2050,422,5076,41.294,57.006,0,0.209,1.461,2.653,5.321,11.518,3.4e38
2051,422,5077,41.914,57.549,0,0.361,1.441,2.615,5.278,11.566,3.4e38
2052,422,5078,41.075,57.273,0,0.246,1.427,2.582,5.210,11.436,3.4e38
2053,422,5079,40.610,56.605,0,0.235,1.372,2.374,4.543,9.406,3.4e38
2054,422,5080,41.441,57.321,0,0.343,1.364,2.362,4.537,9.461,3.4e38
2055,422,5081,41.121,57.134,0,0.162,1.424,2.558,5.110,11.070,3.4e38
2056,422,5082,41.000,57.348,0,0.248,1.419,2.542,5.060,10.924,3.4e38
2057,422,5083,41.528,57.381,0,0.229,1.583,3.094,6.674,15.464,3.4e38
2058,422,5084,41.280,57.387,0,0.247,1.372,2.409,4.724,10.117,3.4e38
2059,423,5085,84.940,92.534,0,0.200,1.400,2.487,4.923,10.616,3.4e38
2060,423,5086,85.177,91.267,0,0.303,1.527,2.894,6.067,13.722,3.4e38
2061,423,5087,84.507,89.767,0,0.218,1.529,2.865,5.908,13.103,3.4e38
2062,424,5088,41.974,57.532,0,0.343,1.435,2.565,5.069,10.823,3.4e38
2063,424,5090,42.401,57.284,0,0.197,1.435,2.574,5.112,10.982,3.4e38
2064,424,5091,42.233,57.278,0,0.310,1.459,2.688,5.517,12.305,3.4e38
2065,424,5093,42.211,58.245,0,0.193,1.437,2.602,5.250,11.530,3.4e38
2066,424,5094,42.113,57.950,0,0.355,1.436,2.591,5.177,11.191,3.4e38
2067,424,5095,41.685,58.426,0,0.140,1.445,2.618,5.260,11.448,3.4e38
2068,424,5096,42.109,57.924,0,0.207,1.602,3.209,7.129,17.071,3.4e38
2069,424,5097,42.372,58.288,0,0.245,1.440,2.564,5.029,10.620,3.4e38
2070,424,5098,42.547,58.137,0,0.213,1.418,2.484,4.769,9.817,3.4e38
2071,424,5099,42.454,58.508,0,0.274,1.379,2.361,4.435,8.948,3.4e38
2072,424,5101,41.219,58.528,0,0.151,1.410,2.506,4.944,10.599,3.4e38
2073,424,5102,41.175,58.825,0,0.121,1.442,2.652,5.457,12.227,3.4e38
2074,424,5103,41.484,58.437,0,0.249,1.441,2.589,5.133,10.974,3.4e38
2075,424,5104,41.987,59.115,0,0.153,1.424,2.555,5.092,11.006,3.4e38
2076,424,5105,42.119,58.558,0,0.281,1.500,2.798,5.771,12.833,3.4e38
2077,424,5106,41.895,59.662,0,0.139,1.357,2.344,4.518,9.516,3.4e38
2078,424,5107,42.190,59.265,0,0.108,1.578,3.149,7.004,16.818,3.4e38
2079,424,5108,42.302,58.129,0,0.242,1.379,2.408,4.684,9.932,3.4e38
2080,424,5110,43.253,58.722,0,0.124,1.460,2.700,5.558,12.415,3.4e38
2081,424,5111,42.087,58.416,0,0.185,1.556,3.005,6.428,14.825,3.4e38
2082,425,5113,81.536,56.426,0,0.318,1.419,2.517,4.926,10.416,3.4e38
2083,425,5114,81.370,56.797,0,0.165,1.478,2.753,5.703,12.799,3.4e38
2084,426,5115,42.274,58.580,0,0.317,1.549,2.964,6.244,14.135,3.4e38
2085,426,5116,42.519,58.603,0,0.162,1.279,2.104,3.871,7.839,3.4e38
2086,426,5117,42.536,57.895,0,0.315,1.469,2.692,5.455,11.945,3.4e38
2087,426,5118,41.841,57.383,0,0.326,1.540,2.933,6.167,13.962,3.4e38
2088,426,5119,42.523,57.918,0,0.247,1.348,2.290,4.294,8.718,3.4e38
2089,426,5120,41.693,57.663,0,0.190,1.345,2.284,4.295,8.778,3.4e38
2090,426,5122,41.245,56.953,0,0.181,1.399,2.500,4.976,10.755,3.4e38
2091,427,5123,81.590,56.275,0,0.177,1.549,3.009,6.497,15.164,3.4e38
2092,427,5124,81.408,56.149,0,0.162,1.440,2.655,5.486,12.342,3.4e38
2093,428,5125,41.016,58.046,0,0.264,1.524,2.905,6.140,14.013,3.4e38
2094,428,5126,41.416,57.425,0,0.397,1.308,2.140,3.827,7.328,3.4e38
2095,428,5127,42.033,57.546,0,0.281,1.412,2.520,4.998,10.761,3.4e38
2096,428,5128,41.716,57.787,0,0.264,1.513,2.856,5.975,13.523,3.4e38
2097,428,5130,42.297,57.804,0,0.265,1.428,2.558,5.069,10.866,3.4e38
2098,428,5132,42.275,57.758,0,0.339,1.421,2.523,4.954,10.511,3.4e38
2099,429,5129,81.268,56.851,0,0.338,1.542,2.928,6.131,13.818,3.4e38
2100,429,5131,80.712,56.268,0,0.242,1.522,2.878,6.026,13.626,3.4e38
2101,429,5133,80.573,56.306,0,0.154,1.414,2.529,5.034,10.896,3.4e38
2102,429,5134,81.295,56.930,0,0.364,1.506,2.824,5.856,13.103,3.4e38
2103,429,5136,81.316,56.464,0,0.265,1.440,2.581,5.100,10.863,3.4e38
2104,429,5137,81.450,56.714,0,0.304,1.538,2.931,6.179,14.055,3.4e38
2105,429,5138,81.127,56.410,0,0.329,1.458,2.676,5.458,12.082,3.4e38
2106,430,5139,42.190,57.903,0,0.197,1.498,2.818,5.881,13.259,3.4e38
2107,430,5140,41.812,58.068,0,0.333,1.500,2.800,5.793,12.978,3.4e38
2108,430,5142,42.574,57.294,0,0.222,1.452,2.660,5.425,12.011,3.4e38
2109,430,5143,42.504,57.608,0,0.336,1.296,2.102,3.726,7.072,3.4e38
2110,430,5144,42.399,58.404,0,0.215,1.310,2.195,4.086,8.282,3.4e38
2111,431,5145,80.712,57.070,0,0.134,1.471,2.728,5.626,12.579,3.4e38
2112,431,5146,81.251,57.073,0,0.176,1.532,2.952,6.311,14.551,3.4e38
2113,431,5147,81.134,56.117,0,0.322,1.428,2.583,5.196,11.344,3.4e38
2114,431,5148,81.630,56.540,0,0.344,1.498,2.748,5.538,11.989,3.4e38
2115,431,5149,81.653,56.052,0,0.380,1.463,2.686,5.481,12.127,3.4e38
2116,431,5150,81.350,56.299,0,0.314,1.379,2.391,4.578,9.475,3.4e38
2117,431,5151,81.592,56.615,0,0.515,1.358,2.311,4.323,8.698,3.4e38
2118,431,5152,81.552,56.713,0,0.502,1.446,2.593,5.128,10.936,3.4e38
2119,431,5154,81.875,56.384,0,0.342,1.516,2.839,5.877,13.132,3.4e38
2120,431,5156,82.146,56.648,0,0.273,1.461,2.661,5.350,11.597,3.4e38
2121,431,5157,82.120,56.658,0,0.200,1.512,2.847,5.938,13.384,3.4e38
2122,431,5159,82.202,56.607,0,0.402,1.501,2.771,5.629,12.282,3.4e38
2123,431,5160,82.587,56.780,0,0.222,1.334,2.272,4.315,8.954,3.4e38
2124,431,5161,81.761,56.357,0,0.313,1.459,2.643,5.291,11.454,3.4e38
2125,431,5162,82.541,56.896,0,0.363,1.413,2.496,4.878,10.328,3.4e38
2126,431,5164,82.096,56.489,0,0.147,1.320,2.233,4.209,8.640,3.4e38
2127,431,5166,82.383,56.435,0,0.323,1.437,2.572,5.082,10.833,3.4e38
2128,432,5153,42.536,57.646,0,0.192,1.387,2.426,4.706,9.915,3.4e38
2129,432,5155,42.452,57.914,0,0.269,1.395,2.473,4.886,10.514,3.4e38
2130,433,5163,42.720,56.534,0,0.177,1.546,2.937,6.158,13.901,3.4e38
2131,433,5165,42.931,56.525,0,0.326,1.427,2.560,5.097,11.019,3.4e38
2132,434,5169,81.424,57.122,0,0.144,1.393,2.454,4.805,10.218,3.4e38
2133,434,5170,82.244,56.816,0,0.372,1.458,2.657,5.352,11.636,3.4e38
2134,434,5171,82.382,56.798,0,0.482,1.341,2.253,4.160,8.271,3.4e38
2135,435,5172,41.915,55.485,0,0.228,1.429,2.603,5.313,11.854,3.4e38
2136,435,5173,42.479,56.785,0,0.243,1.391,2.460,4.849,10.411,3.4e38
2137,435,5174,42.563,56.538,0,0.213,1.489,2.752,5.641,12.530,3.4e38
2138,436,5175,82.136,56.650,0,0.376,1.362,2.361,4.554,9.573,3.4e38
2139,436,5176,82.491,56.618,0,0.322,1.329,2.222,4.087,8.105,3.4e38
2140,436,5178,82.438,56.574,0,0.248,1.489,2.756,5.635,12.431,3.4e38
2141,436,5179,81.996,57.149,0,0.356,1.463,2.695,5.525,12.289,3.4e38
2142,436,5181,82.338,56.581,0,0.275,1.449,2.622,5.229,11.224,3.4e38
2143,436,5182,82.074,56.727,0,0.335,1.442,2.633,5.342,11.754,3.4e38
2144,436,5183,82.039,56.803,0,0.323,1.481,2.729,5.563,12.251,3.4e38
2145,437,5184,43.019,52.921,0,0.205,1.453,2.682,5.538,12.457,3.4e38
2146,437,5186,41.833,57.348,0,0.194,1.650,3.298,7.227,16.947,3.4e38
2147,437,5187,42.015,58.072,0,0.321,1.405,2.503,4.963,10.695,3.4e38
2148,437,5188,42.157,57.270,0,0.273,1.413,2.541,5.119,11.293,3.4e38
2149,437,5189,42.109,57.296,0,0.347,1.399,2.489,4.950,10.759,3.4e38
2150,438,5190,82.475,56.666,0,0.344,1.366,2.336,4.391,8.892,3.4e38
2151,438,5191,82.687,56.377,0,0.328,1.470,2.658,5.281,11.271,3.4e38
2152,439,5193,42.379,58.169,0,0.196,1.352,2.324,4.439,9.224,3.4e38
2153,439,5195,42.425,52.487,0,0.299,1.532,2.863,5.852,12.789,3.4e38
2154,440,5197,82.936,56.297,0,0.332,1.434,2.593,5.206,11.341,3.4e38
2155,440,5199,82.565,56.157,0,0.252,1.337,2.294,4.385,9.154,3.4e38
2156,440,5200,82.659,56.469,0,0.288,1.478,2.677,5.314,11.322,3.4e38
2157,440,5202,83.044,55.964,0,0.317,1.478,2.741,5.645,12.593,3.4e38
2158,441,5204,42.368,57.251,0,0.234,1.336,2.311,4.514,9.743,3.4e38
2159,441,5206,42.056,57.324,0,0.274,1.396,2.463,4.823,10.243,3.4e38
2160,441,5207,41.663,52.568,0,0.134,1.492,2.923,6.487,15.749,3.4e38
2161,441,5208,42.328,57.181,0,0.279,1.363,2.367,4.574,9.623,3.4e38
2162,441,5209,42.002,57.618,0,0.287,1.443,2.656,5.458,12.203,3.4e38
2163,441,5210,41.634,57.308,0,0.259,1.505,2.815,5.833,13.070,3.4e38
2164,441,5211,41.319,57.243,0,0.276,1.390,2.441,4.754,10.049,3.4e38
2165,441,5212,41.449,57.914,0,0.283,1.300,2.130,3.831,7.429,3.4e38
2166,441,5213,41.230,57.965,0,0.205,1.458,2.644,5.306,11.524,3.4e38
2167,442,5215,84.117,55.348,0,0.324,1.501,2.798,5.769,12.832,3.4e38
2168,442,5216,83.700,55.393,0,0.123,1.408,2.516,5.028,10.969,3.4e38
2169,442,5217,84.165,54.973,0,0.261,1.510,2.852,5.973,13.537,3.4e38
2170,443,5218,41.392,58.118,0,0.265,1.286,2.100,3.787,7.403,3.4e38
2171,443,5219,41.395,57.304,0,0.289,1.344,2.302,4.393,9.145,3.4e38
2172,443,5220,41.529,57.335,0,0.226,1.547,2.932,6.125,13.777,3.4e38
2173,443,5221,42.064,58.554,0,0.164,1.300,2.203,4.172,8.640,3.4e38
2174,443,5222,41.505,57.536,0,0.358,1.372,2.372,4.554,9.504,3.4e38
2175,443,5224,41.925,57.680,0,0.230,1.377,2.421,4.750,10.150,3.4e38
2176,443,5225,41.436,57.962,0,0.365,1.395,2.456,4.810,10.243,3.4e38
2177,443,5227,41.851,58.662,0,0.270,1.387,2.417,4.669,9.799,3.4e38
2178,443,5229,40.970,57.696,0,0.242,1.406,2.498,4.924,10.518,3.4e38
2179,443,5231,41.338,57.500,0,0.285,1.542,2.889,5.928,13.024,3.4e38
2180,443,5233,42.213,51.823,0,0.193,1.393,2.464,4.871,10.522,3.4e38
2181,443,5234,42.284,51.888,0,0.272,1.456,2.656,5.369,11.742,3.4e38
2182,443,5235,42.294,52.088,0,0.292,1.333,2.279,4.354,9.104,3.4e38
2183,444,5226,42.152,51.510,0,0.244,1.374,2.410,4.704,9.994,3.4e38
2184,444,5228,42.423,51.594,0,0.186,1.414,2.543,5.098,11.129,3.4e38
2185,445,5236,83.147,55.789,0,0.299,1.457,2.632,5.231,11.188,3.4e38
2186,445,5237,83.170,55.766,0,0.303,1.456,2.678,5.490,12.244,3.4e38
2187,445,5238,83.070,56.168,0,0.315,1.455,2.662,5.398,11.830,3.4e38
2188,446,5239,41.551,57.513,0,0.233,1.382,2.373,4.471,9.049,3.4e38
2189,446,5240,41.398,57.792,0,0.259,1.460,2.691,5.507,12.202,3.4e38
2190,446,5242,41.082,57.779,0,0.281,1.372,2.387,4.611,9.682,3.4e38
2191,446,5243,41.414,57.390,0,0.303,1.395,2.435,4.699,9.816,3.4e38
2192,446,5245,41.476,57.660,0,0.196,1.347,2.302,4.360,8.954,3.4e38
2193,447,5246,42.007,51.942,0,0.258,1.444,2.645,5.389,11.904,3.4e38
2194,447,5248,43.001,58.810,0,0.185,1.325,2.247,4.236,8.701,3.4e38
2195,447,5250,42.050,51.871,0,0.320,1.414,2.528,5.032,10.886,3.4e38
2196,447,5252,42.105,58.100,0,0.258,1.397,2.455,4.766,9.991,3.4e38
2197,447,5253,41.375,57.879,0,0.263,1.264,2.038,3.633,7.037,3.4e38
2198,447,5255,41.892,57.113,0,0.362,1.492,2.813,5.920,13.545,3.4e38
2199,447,5256,41.691,57.584,0,0.279,1.444,2.610,5.237,11.396,3.4e38
2200,447,5258,42.225,52.311,0,0.246,1.271,2.071,3.738,7.336,3.4e38
2201,447,5260,42.493,51.724,0,0.329,1.293,2.103,3.757,7.238,3.4e38
2202,447,5262,42.206,51.891,0,0.234,1.453,2.651,5.363,11.755,3.4e38
2203,447,5264,42.313,51.650,0,0.228,1.293,2.139,3.945,7.972,3.4e38
2204,447,5266,42.131,51.852,0,0.210,1.460,2.706,5.600,12.604,3.4e38
2205,447,5268,42.417,51.695,0,0.194,1.506,2.804,5.756,12.718,3.4e38
2206,448,5267,82.503,55.623,0,0.276,1.594,3.103,6.649,15.309,3.4e38
2207,448,5269,82.791,55.497,0,0.148,1.418,2.519,4.948,10.499,3.4e38
2208,449,5271,42.459,52.057,0,0.350,1.459,2.661,5.383,11.798,3.4e38
2209,449,5272,38.830,53.465,0,0.158,1.506,2.894,6.218,14.518,3.4e38
2210,449,5273,42.353,52.027,0,0.276,1.479,2.760,5.742,12.990,3.4e38
2211,450,5274,82.823,55.436,0,0.300,1.469,2.704,5.511,12.145,3.4e38
2212,450,5275,82.966,55.316,0,0.232,1.418,2.545,5.098,11.132,3.4e38
2213,451,5276,42.845,56.466,0,0.252,1.467,2.714,5.585,12.479,3.4e38
2214,451,5277,43.426,57.327,0,0.274,1.279,2.063,3.642,6.901,3.4e38
2215,451,5278,43.289,57.344,0,0.232,1.265,2.015,3.522,6.634,3.4e38
2216,451,5280,42.346,51.782,0,0.303,1.469,2.729,5.660,12.771,3.4e38
2217,452,5281,83.673,55.405,0,0.149,1.383,2.366,4.436,8.927,3.4e38
2218,452,5282,83.607,55.486,0,0.390,1.479,2.704,5.437,11.750,3.4e38
2219,453,5283,42.497,51.421,0,0.289,1.474,2.722,5.567,12.310,3.4e38
2220,453,5284,42.774,51.495,0,0.216,1.284,2.128,3.956,8.111,3.4e38
2221,453,5285,42.683,51.132,0,0.282,1.362,2.334,4.421,9.071,3.4e38
2222,453,5286,42.678,51.364,0,0.244,1.460,2.642,5.279,11.368,3.4e38
2223,453,5287,42.531,51.223,0,0.335,1.405,2.478,4.828,10.158,3.4e38
2224,453,5288,42.733,51.157,0,0.289,1.394,2.460,4.824,10.284,3.4e38
2225,453,5289,42.241,51.575,0,0.211,1.372,2.381,4.595,9.637,3.4e38
2226,454,5290,83.066,56.008,0,0.147,1.481,2.784,5.825,13.205,3.4e38
2227,454,5291,82.321,55.781,0,0.372,1.421,2.526,4.960,10.521,3.4e38
2228,454,5292,82.914,55.463,0,0.162,1.351,2.305,4.348,8.870,3.4e38
2229,454,5293,82.764,55.916,0,0.377,1.490,2.789,5.796,13.026,3.4e38
2230,455,5294,42.283,51.672,0,0.195,1.404,2.548,5.206,11.649,3.4e38
2231,455,5295,41.341,51.071,0,0.162,1.501,2.823,5.901,13.363,3.4e38
2232,456,5296,82.457,55.910,0,0.238,1.437,2.607,5.256,11.490,3.4e38
2233,456,5297,82.562,55.886,0,0.222,1.473,2.802,5.985,13.922,3.4e38
2234,456,5298,82.378,55.281,0,0.257,1.415,2.525,5.002,10.756,3.4e38
2235,456,5299,82.195,55.749,0,0.324,1.440,2.594,5.178,11.185,3.4e38
2236,456,5300,83.236,56.515,0,0.268,1.457,2.647,5.321,11.563,3.4e38
2237,456,5301,83.116,55.629,0,0.360,1.461,2.667,5.394,11.803,3.4e38
2238,456,5302,82.686,55.255,0,0.323,1.537,2.925,6.145,13.893,3.4e38
2239,457,5305,83.039,55.999,0,0.277,1.449,2.685,5.570,12.596,3.4e38
2240,457,5306,83.352,55.465,0,0.526,1.501,2.779,5.661,12.387,3.4e38
2241,458,5308,41.192,52.446,0,0.328,1.487,2.770,5.727,12.814,3.4e38
2242,458,5309,40.666,52.587,0,0.367,1.537,2.897,5.997,13.312,3.4e38
2243,458,5310,41.404,51.982,0,0.123,1.384,2.494,5.078,11.367,3.4e38
2244,458,5311,41.213,52.517,0,0.263,1.490,2.777,5.745,12.873,3.4e38
2245,458,5312,41.399,51.751,0,0.391,1.386,2.395,4.547,9.290,3.4e38
2246,458,5313,41.024,51.716,0,0.283,1.533,2.916,6.137,13.916,3.4e38
2247,459,5314,82.700,56.547,0,0.244,1.525,2.876,6.004,13.543,3.4e38
2248,459,5315,83.751,57.047,0,0.239,1.422,2.571,5.178,11.338,3.4e38
2249,459,5316,82.438,57.162,0,0.220,1.385,2.424,4.694,9.835,3.4e38
2250,459,5317,82.830,56.091,0,0.173,1.447,2.680,5.555,12.557,3.4e38
2251,459,5319,82.507,55.378,0,0.228,1.337,2.278,4.309,8.858,3.4e38
2252,459,5321,82.177,55.986,0,0.194,1.551,2.976,6.303,14.360,3.4e38
2253,459,5322,82.152,55.060,0,0.249,1.403,2.494,4.913,10.485,3.4e38
2254,459,5323,81.857,55.235,0,0.282,1.470,2.692,5.446,11.883,3.4e38
2255,459,5324,82.054,55.105,0,0.217,1.588,3.145,6.901,16.303,3.4e38
2256,459,5325,82.363,55.795,0,0.169,1.427,2.580,5.204,11.440,3.4e38
2257,460,5318,38.470,53.812,0,0.187,1.567,3.014,6.390,14.583,3.4e38
2258,460,5320,38.221,54.138,0,0.197,1.470,2.710,5.532,12.203,3.4e38
2259,461,5326,38.323,54.105,0,0.200,1.532,2.895,6.021,13.430,3.4e38
2260,461,5327,38.512,54.311,0,0.181,1.538,2.938,6.213,14.170,3.4e38
2261,462,5328,82.076,55.607,0,0.170,1.393,2.441,4.745,10.018,3.4e38
2262,462,5329,83.616,55.687,0,0.167,1.483,2.731,5.557,12.213,3.4e38
2263,462,5331,82.272,55.283,0,0.326,1.605,3.131,6.700,15.342,3.4e38
2264,462,5332,82.807,55.670,0,0.295,1.546,2.926,6.096,13.646,3.4e38
2265,463,5343,24.368,112.304,0,0.056,1.197,2.002,3.934,8.850,3.4e38
2266,463,5344,23.625,108.593,0,0.066,1.244,2.081,4.034,8.874,3.4e38
2267,464,5360,70.790,100.936,0,0.096,1.452,2.743,5.825,13.497,3.4e38
2268,464,5362,65.487,103.251,0,0.061,1.268,2.181,4.277,9.303,3.4e38
2269,465,5373,38.299,37.540,0,0.073,1.170,1.779,3.003,5.577,3.4e38
2270,465,5375,41.992,31.821,0,0.068,1.323,2.402,5.051,11.889,3.4e38
2271,466,5378,115.507,14.534,0,0.099,1.401,2.558,5.254,11.803,3.4e38
2272,466,5379,114.597,19.078,0,0.098,1.320,2.298,4.500,9.697,3.4e38
2273,467,5417,48.889,105.693,0,0.111,1.507,2.855,6.025,13.790,3.4e38
2274,467,5419,47.389,108.212,0,0.199,1.395,2.443,4.724,9.882,3.4e38
2275,468,5440,95.664,76.843,0,0.060,1.155,1.780,3.088,5.960,3.4e38
2276,468,5442,93.240,82.010,0,0.095,1.368,2.391,4.647,9.819,3.4e38
2277,469,5453,39.500,59.930,0,0.127,1.499,2.886,6.244,14.702,3.4e38
2278,469,5454,39.155,58.545,0,0.102,1.491,2.838,6.039,13.958,3.4e38
2279,469,5456,40.497,58.545,0,0.139,1.581,3.094,6.670,15.422,3.4e38
2280,470,5464,39.757,58.614,0,0.159,1.230,1.933,3.337,6.224,3.4e38
2281,470,5465,40.073,59.609,0,0.134,1.576,3.127,6.896,16.412,3.4e38
2282,470,5466,40.139,59.236,0,0.126,1.319,2.228,4.214,8.757,3.4e38
2283,471,5470,121.457,15.048,0,0.083,1.258,2.076,3.863,7.943,3.4e38
2284,471,5472,118.400,24.407,0,0.069,1.232,2.071,4.050,9.001,3.4e38
2285,472,5481,38.923,56.679,0,0.113,1.334,2.265,4.277,8.799,3.4e38
2286,472,5482,39.479,57.559,0,0.105,1.375,2.394,4.637,9.766,3.4e38
2287,472,5483,39.416,57.771,0,0.190,1.580,3.095,6.726,15.793,3.4e38
2288,473,5490,24.278,89.703,0,0.268,1.456,2.630,5.236,11.232,3.4e38
2289,473,5491,24.423,90.219,0,0.225,1.570,3.026,6.409,14.546,3.4e38
2290,474,5492,40.089,57.571,0,0.168,1.444,2.627,5.316,11.679,3.4e38
2291,474,5493,40.404,57.567,0,0.181,1.400,2.454,4.759,9.997,3.4e38
2292,474,5494,40.002,57.717,0,0.146,1.411,2.564,5.221,11.603,3.4e38
2293,474,5495,40.420,57.734,0,0.184,1.567,2.998,6.309,14.274,3.4e38
2294,474,5496,40.285,57.451,0,0.169,1.357,2.334,4.444,9.163,3.4e38
2295,474,5497,40.354,57.684,0,0.214,1.443,2.580,5.073,10.734,3.4e38
2296,474,5499,40.373,58.101,0,0.255,1.424,2.561,5.126,11.149,3.4e38
2297,474,5500,40.072,58.132,0,0.193,1.460,2.703,5.555,12.350,3.4e38
2298,474,5501,40.894,58.664,0,0.094,1.392,2.436,4.725,9.949,3.4e38
2299,474,5502,40.814,58.316,0,0.152,1.455,2.655,5.367,11.734,3.4e38
2300,474,5503,40.417,58.289,0,0.186,1.377,2.414,4.702,9.943,3.4e38
2301,475,5506,40.559,57.752,0,0.188,1.372,2.370,4.533,9.407,3.4e38
2302,475,5507,40.614,57.608,0,0.154,1.480,2.748,5.686,12.803,3.4e38
2303,475,5508,40.565,57.634,0,0.217,1.420,2.513,4.899,10.301,3.4e38
2304,475,5509,40.749,57.507,0,0.178,1.484,2.764,5.720,12.816,3.4e38
2305,476,5512,41.411,57.462,0,0.180,1.584,3.078,6.587,15.141,3.4e38
2306,476,5514,41.329,57.424,0,0.161,1.683,3.428,7.639,18.151,3.4e38
2307,476,5516,41.564,58.210,0,0.185,1.326,2.223,4.120,8.273,3.4e38
2308,476,5518,41.228,57.477,0,0.375,1.439,2.565,5.030,10.622,3.4e38
2309,476,5520,41.047,57.947,0,0.104,1.554,3.057,6.708,15.937,3.4e38
2310,476,5521,40.242,56.843,0,0.263,1.517,2.830,5.811,12.839,3.4e38
2311,476,5522,40.526,57.315,0,0.199,1.354,2.321,4.408,9.089,3.4e38
2312,476,5523,39.971,57.346,0,0.133,1.481,2.797,5.903,13.515,3.4e38
2313,476,5525,40.777,56.872,0,0.205,1.551,2.975,6.294,14.332,3.4e38
2314,476,5526,41.067,57.778,0,0.301,1.439,2.606,5.232,11.370,3.4e38
2315,476,5527,40.565,57.529,0,0.186,1.406,2.472,4.820,10.205,3.4e38
2316,476,5528,40.503,57.393,0,0.140,1.508,2.783,5.643,12.303,3.4e38
2317,476,5529,41.279,56.719,0,0.181,1.532,2.890,6.024,13.551,3.4e38
2318,476,5530,41.071,57.058,0,0.102,1.374,2.468,4.986,11.018,3.4e38
2319,476,5531,40.282,58.176,0,0.127,1.515,2.869,6.030,13.719,3.4e38
2320,476,5532,41.189,59.302,0,0.137,1.368,2.373,4.569,9.558,3.4e38
2321,476,5533,40.742,59.142,0,0.077,1.481,2.856,6.200,14.659,3.4e38
2322,477,5534,37.522,110.041,0,0.116,1.519,2.944,6.398,15.125,3.4e38
2323,477,5535,40.369,112.376,0,0.451,1.490,2.777,5.743,12.854,3.4e38
2324,478,5536,44.602,55.280,0,0.211,1.451,2.630,5.279,11.471,3.4e38
2325,478,5537,44.419,55.000,0,0.273,1.413,2.511,4.936,10.498,3.4e38
2326,479,5540,44.943,52.765,0,0.152,1.595,3.167,6.956,16.457,3.4e38
2327,479,5541,43.675,53.039,0,0.155,1.587,3.136,6.860,16.160,3.4e38
2328,479,5543,42.734,50.939,0,0.166,1.630,3.278,7.275,17.341,3.4e38
2329,480,5547,34.686,54.213,0,0.121,1.543,2.982,6.395,14.833,3.4e38
2330,480,5549,42.198,51.257,0,0.124,1.499,2.811,5.853,13.200,3.4e38
2331,480,5550,44.342,50.577,0,0.137,1.435,2.560,5.045,10.742,3.4e38
2332,481,5562,31.875,59.162,0,0.284,1.578,3.045,6.465,14.737,3.4e38
2333,481,5563,33.851,60.581,0,0.152,1.591,3.146,6.901,16.350,3.4e38
2334,482,5566,32.660,59.872,0,0.251,1.432,2.616,5.350,11.941,3.4e38
2335,482,5567,32.460,60.192,0,0.103,1.425,2.586,5.244,11.593,3.4e38
